$SPEC_ID:
No sample description was entered.
$SPEC_REM:
DET# 1
DETDESC# NECG4YMBZ1 Model 927 SN 11083097 Input 1
AP# Maestro Version 7.01
$DATE_MEA:
03/30/2017 20:09:29
$MEAS_TIM:
150 176
$DATA:
0 16383
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       1
       8
      58
      82
     101
      85
      99
      89
     104
      93
      96
      78
     104
      83
      84
      86
      93
      78
      72
      73
      73
      57
      50
      61
      73
      58
      79
      70
      85
      78
      87
      75
      81
      82
      83
      65
      92
      85
      68
      63
      77
      79
      80
      83
      77
      81
      79
      70
      75
      91
      72
      96
      65
      72
      76
      75
      82
      89
      73
      67
     104
      82
      79
      88
      69
     102
      82
      68
      78
      68
      89
      75
      99
      84
      86
      81
      78
      87
      75
      90
      90
      84
      71
      86
      75
      66
      73
      78
      91
      71
      75
      75
      85
      74
      59
