$SPEC_ID:
No sample description was entered.
$SPEC_REM:
DET# 1
DETDESC# NECG4YMBZ1 Model 927 SN 11083097 Input 1
AP# Maestro Version 7.01
$DATE_MEA:
03/30/2017 20:05:15
$MEAS_TIM:
150 165
$DATA:
0 16383
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
       0
      15
      61
      82
      86
     101
      90
     102
      88
      94
      86
     107
      83
      87
      87
      86
      79
      91
      77
      93
      85
      71
      82
      96
      86
     102
      88
     102
      80
      83
      94
      73
      82
     116
      91
      84
      84
      83
      84
      95
      88
      98
      84
      83
      81
      99
      90
      71
      74
     101
      68
      82
      72
     105
      85
      90
      73
      83
      72
      71
      74
      77
      82
      86
      80
      70
      89
      77
      72
      69
      74
      92
      89
      71
      68
      75
      87
      78
      78
      69
      86
      87
      76
      69
      84
      79
      56
      88
      79
      79
      73
      65
      66
      74
      75
