Memory Length,25000,Memory Length,25000,
Trigger Level,1.51V,Trigger Level,1.51V,
Source,CH1,Source,CH3,
Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,
Vertical Units,V,Vertical Units,V,
Vertical Scale,1.000E-02,Vertical Scale,2.000E+00,
Vertical Position,-2.160E-02,Vertical Position,-5.760E+00,
Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-06,Horizontal Scale,5.000E-06,
Horizontal Position,1.005E-05,Horizontal Position,1.005E-05,
Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,2.000E-09,Sampling Period,2.000E-09,
Firmware,V1.21,Firmware,V1.21,
Time,24-Mar-17 06:31:22,Time,24-Mar-17 06:31:23,
Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,
-1.450600e-05,0.002000,-1.450600e-05,-0.080000,
-1.450400e-05,0.001600,-1.450400e-05,-0.080000,
-1.450200e-05,0.001200,-1.450200e-05,-0.080000,
-1.450000e-05,0.000400,-1.450000e-05,0.000000,
-1.449800e-05,0.000400,-1.449800e-05,0.000000,
-1.449600e-05,0.000800,-1.449600e-05,-0.080000,
-1.449400e-05,0.002400,-1.449400e-05,-0.080000,
-1.449200e-05,0.002800,-1.449200e-05,-0.080000,
-1.449000e-05,0.002800,-1.449000e-05,-0.080000,
-1.448800e-05,0.002000,-1.448800e-05,-0.080000,
-1.448600e-05,0.001200,-1.448600e-05,-0.080000,
-1.448400e-05,-0.000400,-1.448400e-05,-0.080000,
-1.448200e-05,-0.002000,-1.448200e-05,-0.080000,
-1.448000e-05,-0.001200,-1.448000e-05,-0.080000,
-1.447800e-05,0.000000,-1.447800e-05,-0.080000,
-1.447600e-05,0.000800,-1.447600e-05,-0.080000,
-1.447400e-05,0.001200,-1.447400e-05,-0.080000,
-1.447200e-05,0.001600,-1.447200e-05,-0.080000,
-1.447000e-05,0.002400,-1.447000e-05,-0.080000,
-1.446800e-05,0.001200,-1.446800e-05,-0.080000,
-1.446600e-05,0.000800,-1.446600e-05,-0.080000,
-1.446400e-05,-0.000400,-1.446400e-05,-0.080000,
-1.446200e-05,0.002400,-1.446200e-05,-0.080000,
-1.446000e-05,0.002000,-1.446000e-05,-0.080000,
-1.445800e-05,0.002800,-1.445800e-05,-0.080000,
-1.445600e-05,0.001600,-1.445600e-05,-0.080000,
-1.445400e-05,0.002400,-1.445400e-05,-0.080000,
-1.445200e-05,-0.000400,-1.445200e-05,-0.080000,
-1.445000e-05,-0.002800,-1.445000e-05,-0.080000,
-1.444800e-05,-0.002800,-1.444800e-05,-0.080000,
-1.444600e-05,0.000400,-1.444600e-05,-0.080000,
-1.444400e-05,0.001600,-1.444400e-05,-0.080000,
-1.444200e-05,0.002000,-1.444200e-05,-0.080000,
-1.444000e-05,0.002000,-1.444000e-05,-0.080000,
-1.443800e-05,0.001600,-1.443800e-05,-0.080000,
-1.443600e-05,0.000000,-1.443600e-05,-0.080000,
-1.443400e-05,-0.000800,-1.443400e-05,-0.080000,
-1.443200e-05,-0.001200,-1.443200e-05,-0.080000,
-1.443000e-05,-0.001200,-1.443000e-05,-0.080000,
-1.442800e-05,0.003200,-1.442800e-05,-0.080000,
-1.442600e-05,0.006800,-1.442600e-05,-0.080000,
-1.442400e-05,0.008400,-1.442400e-05,-0.080000,
-1.442200e-05,0.005600,-1.442200e-05,-0.080000,
-1.442000e-05,0.001600,-1.442000e-05,-0.080000,
-1.441800e-05,-0.001200,-1.441800e-05,-0.080000,
-1.441600e-05,-0.004400,-1.441600e-05,-0.080000,
-1.441400e-05,-0.004800,-1.441400e-05,-0.080000,
-1.441200e-05,-0.002400,-1.441200e-05,-0.080000,
-1.441000e-05,0.000400,-1.441000e-05,-0.080000,
-1.440800e-05,0.001600,-1.440800e-05,-0.080000,
-1.440600e-05,0.001600,-1.440600e-05,-0.080000,
-1.440400e-05,0.003200,-1.440400e-05,-0.080000,
-1.440200e-05,0.003600,-1.440200e-05,-0.080000,
-1.440000e-05,0.002400,-1.440000e-05,-0.080000,
-1.439800e-05,0.001600,-1.439800e-05,-0.080000,
-1.439600e-05,0.000400,-1.439600e-05,-0.080000,
-1.439400e-05,0.000400,-1.439400e-05,-0.080000,
-1.439200e-05,0.001200,-1.439200e-05,-0.080000,
-1.439000e-05,0.003600,-1.439000e-05,-0.080000,
-1.438800e-05,0.002400,-1.438800e-05,-0.080000,
-1.438600e-05,0.000000,-1.438600e-05,-0.080000,
-1.438400e-05,-0.002000,-1.438400e-05,-0.080000,
-1.438200e-05,-0.001200,-1.438200e-05,-0.080000,
-1.438000e-05,0.000000,-1.438000e-05,-0.080000,
-1.437800e-05,0.000000,-1.437800e-05,-0.080000,
-1.437600e-05,0.000400,-1.437600e-05,-0.080000,
-1.437400e-05,0.001600,-1.437400e-05,-0.080000,
-1.437200e-05,0.002000,-1.437200e-05,-0.080000,
-1.437000e-05,0.003200,-1.437000e-05,-0.080000,
-1.436800e-05,0.002800,-1.436800e-05,-0.080000,
-1.436600e-05,0.002000,-1.436600e-05,-0.080000,
-1.436400e-05,0.001600,-1.436400e-05,-0.080000,
-1.436200e-05,0.001600,-1.436200e-05,-0.080000,
-1.436000e-05,0.001600,-1.436000e-05,-0.080000,
-1.435800e-05,0.000000,-1.435800e-05,-0.080000,
-1.435600e-05,0.000400,-1.435600e-05,-0.080000,
-1.435400e-05,0.002000,-1.435400e-05,-0.080000,
-1.435200e-05,0.002000,-1.435200e-05,-0.080000,
-1.435000e-05,0.002400,-1.435000e-05,-0.080000,
-1.434800e-05,0.001600,-1.434800e-05,-0.080000,
-1.434600e-05,0.001600,-1.434600e-05,-0.080000,
-1.434400e-05,0.003200,-1.434400e-05,-0.080000,
-1.434200e-05,-0.000400,-1.434200e-05,-0.080000,
-1.434000e-05,-0.001200,-1.434000e-05,-0.080000,
-1.433800e-05,-0.001600,-1.433800e-05,-0.080000,
-1.433600e-05,-0.001600,-1.433600e-05,-0.080000,
-1.433400e-05,-0.000800,-1.433400e-05,-0.080000,
-1.433200e-05,-0.001200,-1.433200e-05,-0.080000,
-1.433000e-05,0.000800,-1.433000e-05,-0.080000,
-1.432800e-05,0.001600,-1.432800e-05,-0.080000,
-1.432600e-05,0.000400,-1.432600e-05,-0.080000,
-1.432400e-05,0.000800,-1.432400e-05,-0.080000,
-1.432200e-05,0.001200,-1.432200e-05,-0.080000,
-1.432000e-05,0.003200,-1.432000e-05,-0.080000,
-1.431800e-05,0.002000,-1.431800e-05,-0.080000,
-1.431600e-05,0.002400,-1.431600e-05,-0.080000,
-1.431400e-05,0.004800,-1.431400e-05,-0.080000,
-1.431200e-05,0.004400,-1.431200e-05,-0.080000,
-1.431000e-05,0.001600,-1.431000e-05,-0.080000,
