18-Ar-40(n,total) ENDF/B-VII.1
387377.0,6.16609
387386.0,6.95264
387394.0,7.28202
387394.0,7.28134
387403.0,7.01105
387411.0,6.22423
387433.0,3.4499
387441.0,2.64929
387448.0,2.10789
387455.0,1.73713
387462.0,1.46234
387470.0,1.25035
387481.0,1.09078
387496.0,0.957333
387511.0,0.883011
387536.0,0.816559
387584.0,0.754429
387701.0,0.702467
387722.0,0.698468
387743.0,0.715367
387752.0,0.749554
387760.0,0.825247
387767.0,0.939636
387774.0,1.11643
387781.0,1.40576
387801.0,2.25857
387809.0,2.46269
387814.0,2.49399
387821.0,2.41111
387829.0,2.14835
387847.0,1.39864
387856.0,1.12853
387863.0,0.975571
387869.0,0.890321
387877.0,0.821629
387889.0,0.773402
387925.0,0.735312
388167.0,0.686222
389604.0,0.485394
389830.0,0.471838
389991.0,0.477202
390046.0,0.449721
390162.0,0.380451
390266.0,0.341091
390346.0,0.331337
390407.0,0.339641
390467.0,0.365818
390532.0,0.414972
390592.0,0.486206
390653.0,0.586839
390726.0,0.751321
390798.0,0.978893
390871.0,1.27839
390952.0,1.7065
391018.0,2.16447
391132.0,3.21993
391360.0,5.50653
391489.0,6.46183
391618.0,6.93162
391683.0,6.99142
391863.0,6.74036
392493.0,4.65281
392832.0,3.85913
393219.0,3.23305
393703.0,2.70199
394091.0,2.40804
394833.0,2.09861
395866.0,1.84411
396583.0,1.71704
396621.0,1.73341
396638.0,1.79954
396648.0,1.90625
396657.0,2.11329
396667.0,2.45192
396690.0,3.52142
396700.0,3.72383
396701.0,3.72747
396709.0,3.60768
396721.0,3.13085
396737.0,2.37024
396745.0,2.09109
396757.0,1.85683
396768.0,1.75277
396794.0,1.69282
397161.0,1.62638
399875.0,1.42583
402386.0,1.31393
402709.0,1.33948
402908.0,1.40157
403042.0,1.5036
403166.0,1.69681
403267.0,1.94643
403351.0,2.27806
403418.0,2.6937
403476.0,3.23385
403523.0,3.89534
403563.0,4.70933
403603.0,5.86563
403640.0,7.30955
403684.0,9.68164
403749.0,13.4825
403769.0,14.2173
403789.0,14.4888
403817.0,14.0189
403860.0,11.9189
403924.0,8.34175
403966.0,6.56151
404007.0,5.32454
404048.0,4.45486
404096.0,3.7538
404155.0,3.18188
404222.0,2.76191
404323.0,2.38808
404424.0,2.17713
404552.0,2.02864
404753.0,1.92466
405076.0,1.85871
405802.0,1.6267
406340.0,1.53649
408000.0,1.36317
409054.0,1.40464
409207.0,1.46155
409265.0,1.55172
409292.0,1.68537
409307.0,1.85791
409319.0,2.0965
409330.0,2.48921
409341.0,3.07928
409367.0,4.79433
409378.0,5.23313
409383.0,5.28553
409393.0,5.12028
409405.0,4.5354
409426.0,3.18764
409437.0,2.63853
409449.0,2.26889
409462.0,2.00325
409481.0,1.81254
409515.0,1.67295
409579.0,1.58834
409747.0,1.55465
410000.0,1.57218
411098.0,1.40697
417000.0,1.25186
417962.0,1.25623
418538.0,1.23097
418765.0,1.2529
418850.0,1.29303
418930.0,1.39578
418977.0,1.54304
419009.0,1.73987
419032.0,1.97909
419052.0,2.33753
419069.0,2.79117
419086.0,3.44099
419105.0,4.52089
419131.0,6.03982
419144.0,6.5312
419154.0,6.67753
419168.0,6.45193
419184.0,5.73247
419214.0,4.04443
419231.0,3.30538
419250.0,2.73804
419267.0,2.39303
419290.0,2.0674
419320.0,1.81992
419355.0,1.64399
419417.0,1.48109
419516.0,1.36321
419719.0,1.27697
420168.0,1.23407
420239.0,1.23365
421068.0,1.24721
421136.0,1.24717
422000.0,1.25029
424654.0,1.23739
425661.0,1.26658
426000.0,1.32557
426228.0,1.23601
426283.0,1.23401
426375.0,1.26609
426466.0,1.37439
426529.0,1.52828
426578.0,1.72762
426624.0,2.01492
426658.0,2.33131
426695.0,2.81785
426727.0,3.43774
426756.0,4.22676
426783.0,5.29777
426806.0,6.56015
426832.0,8.4409
426860.0,11.1351
426911.0,16.7774
426929.0,17.9821
426942.0,18.2388
426960.0,17.6795
426984.0,15.6238
427035.0,9.87628
427060.0,7.63927
427083.0,6.09048
427106.0,4.93
427133.0,3.91764
427159.0,3.22183
427191.0,2.61871
427224.0,2.18225
427265.0,1.82013
427310.0,1.54639
427367.0,1.33266
427434.0,1.19105
427521.0,1.10264
427637.0,1.07714
427820.0,1.13779
428000.0,1.24304
428680.0,1.18916
429687.0,1.17996
430000.0,1.18038
433486.0,1.14105
433739.0,1.13498
433930.0,1.15792
433981.0,1.20291
434014.0,1.28528
434034.0,1.40933
434049.0,1.60129
434059.0,1.82134
434069.0,2.15406
434081.0,2.69385
434110.0,4.47535
434121.0,4.85264
434126.0,4.89739
434136.0,4.71816
434149.0,4.09468
434171.0,2.82983
434183.0,2.27643
434196.0,1.91249
434211.0,1.65534
434231.0,1.47961
434252.0,1.38215
434294.0,1.28567
434375.0,1.21782
434620.0,1.17186
435280.0,1.15202
435408.0,1.1649
435451.0,1.19985
435468.0,1.25308
435480.0,1.34869
435491.0,1.51761
435499.0,1.76614
435507.0,2.1396
435517.0,2.74569
435536.0,4.1041
435544.0,4.49738
435550.0,4.60804
435559.0,4.44268
435569.0,3.87466
435588.0,2.45512
435598.0,1.95339
435606.0,1.65763
435614.0,1.46812
435624.0,1.33091
435636.0,1.25527
435651.0,1.20974
435719.0,1.15578
436000.0,1.12329
437000.0,1.14837
443345.0,1.0367
444709.0,0.969316
445050.0,0.914217
445263.0,0.829866
445391.0,0.746439
445493.0,0.639856
445560.0,0.531784
445610.0,0.417663
445649.0,0.300226
445688.0,0.165813
445699.0,0.138253
445705.0,0.129552
445709.0,0.126954
445713.0,0.129124
445718.0,0.139635
445723.0,0.161051
445727.0,0.189583
445732.0,0.233801
445736.0,0.295411
445740.0,0.373079
445745.0,0.489293
445750.0,0.645704
445756.0,0.86981
445762.0,1.18307
445770.0,1.65937
445783.0,2.60721
445800.0,3.92825
445811.0,4.53879
445818.0,4.79125
445830.0,4.9414
445844.0,4.71976
445888.0,3.30945
445909.0,2.83242
445935.0,2.45304
445960.0,2.20122
445999.0,1.95419
446055.0,1.7368
446127.0,1.57385
446264.0,1.41156
446448.0,1.30392
446857.0,1.19939
447617.0,1.13813
450480.0,1.06616
454444.0,0.999725
455000.0,1.00843
455326.0,1.002
455854.0,1.03212
456000.0,1.0535
456251.0,1.02737
456471.0,1.06447
456603.0,1.13975
456735.0,1.28541
456845.0,1.49641
456933.0,1.76164
456994.0,2.03107
457052.0,2.43271
457123.0,3.1169
457185.0,3.91832
457246.0,4.97783
457306.0,6.36122
457380.0,8.65767
457458.0,11.2564
457502.0,12.3013
457537.0,12.6069
457581.0,12.2064
457643.0,10.5431
457740.0,7.39569
457799.0,5.91858
457862.0,4.78461
457930.0,3.95174
458013.0,3.27768
458101.0,2.77826
458211.0,2.38183
458321.0,2.13555
458497.0,1.90989
458761.0,1.75982
459114.0,1.6549
459819.0,1.39689
460259.0,1.3026
461162.0,1.18886
463762.0,1.0432
463830.0,1.04298
464000.0,1.05257
464177.0,1.13556
464243.0,1.2079
464298.0,1.33523
464323.0,1.44651
464347.0,1.63286
464362.0,1.84386
464376.0,2.1537
464387.0,2.54467
464397.0,3.04418
464407.0,3.82524
464419.0,5.00371
464441.0,7.40102
464451.0,8.09192
464459.0,8.29169
464469.0,8.02629
464479.0,7.23832
464507.0,4.0943
464517.0,3.24338
464526.0,2.65549
464534.0,2.27394
464545.0,1.9256
464559.0,1.65869
464574.0,1.48434
464594.0,1.35658
464625.0,1.25429
464688.0,1.17454
464823.0,1.14385
465000.0,1.1539
466101.0,1.00527
467804.0,0.92842
467917.0,0.927537
468599.0,0.961652
469394.0,1.075
469621.0,1.15219
469848.0,1.28908
470132.0,1.56619
470302.0,1.82917
470444.0,2.15386
470586.0,2.61576
470728.0,3.27084
470856.0,4.08581
470983.0,5.18101
471097.0,6.602
471386.0,10.8743
471508.0,12.059
471596.0,12.3268
471699.0,11.9807
471883.0,10.2547
472154.0,7.42023
472317.0,6.15142
472516.0,5.09364
472686.0,4.48739
472914.0,3.96026
473311.0,3.26369
473652.0,2.85676
474219.0,2.41621
474958.0,2.05012
475979.0,1.78317
477683.0,1.59559
480318.0,1.41145
485745.0,1.2755
490854.0,1.20622
502777.0,1.12119
511000.0,1.06088
515457.0,0.933828
516002.0,0.881184
516314.0,0.751168
516517.0,0.629184
516671.0,0.498569
516769.0,0.383727
516857.0,0.254584
516921.0,0.155653
516942.0,0.131581
516958.0,0.120322
516964.0,0.11903
516975.0,0.121627
516984.0,0.131328
516994.0,0.15037
517002.0,0.178089
517010.0,0.21475
517019.0,0.271557
517027.0,0.342742
517036.0,0.447874
517045.0,0.586462
517055.0,0.785478
517066.0,1.05175
517077.0,1.40513
517091.0,1.99285
517132.0,3.95722
517150.0,4.61743
517168.0,4.91478
517175.0,4.94342
517197.0,4.76582
517274.0,3.30066
517310.0,2.82114
517356.0,2.41313
517410.0,2.09363
517483.0,1.82443
517586.0,1.5961
517719.0,1.43456
517848.0,1.37402
517910.0,1.40333
517953.0,1.48614
517982.0,1.61739
518005.0,1.81688
518022.0,2.08059
518039.0,2.47503
518056.0,3.07844
518091.0,4.7201
518104.0,5.13045
518114.0,5.2337
518125.0,5.11701
518141.0,4.57368
518174.0,3.12791
518190.0,2.5533
518205.0,2.20748
518224.0,1.9032
518244.0,1.71239
518273.0,1.54043
518310.0,1.41906
518366.0,1.32234
518453.0,1.25257
518608.0,1.20492
518887.0,1.18584
518944.0,1.18593
520011.0,1.08808
520437.0,1.08574
521000.0,1.08851
521530.0,1.08719
522000.0,1.08778
525996.0,1.04253
529524.0,1.08022
530454.0,1.13047
531866.0,1.25695
532201.0,1.34338
532536.0,1.49958
532759.0,1.67372
532912.0,1.86193
533131.0,2.18779
533224.0,2.43764
533293.0,2.74168
533363.0,3.20513
533428.0,3.86245
533486.0,4.73406
533535.0,5.77311
533588.0,7.34107
533644.0,9.59153
533740.0,14.1787
533778.0,15.2334
533799.0,15.4042
533837.0,14.8296
533884.0,12.9377
533973.0,8.42874
534022.0,6.52872
534071.0,5.1448
534123.0,4.07396
534175.0,3.31283
534232.0,2.7267
534300.0,2.25132
534358.0,1.96858
534428.0,1.73294
534520.0,1.53477
534637.0,1.40263
534790.0,1.34141
534841.0,1.33889
535000.0,1.35761
535324.0,1.22132
535771.0,1.11558
536328.0,1.05348
537332.0,1.01802
537518.0,1.01757
537945.0,1.0185
538496.0,0.987713
538559.0,1.00922
538577.0,1.07135
538588.0,1.17492
538599.0,1.35328
538610.0,1.65226
538633.0,2.37863
538644.0,2.5614
538648.0,2.57425
538657.0,2.4835
538669.0,2.16122
538688.0,1.56035
538698.0,1.32375
538706.0,1.18158
538715.0,1.09305
538730.0,1.02036
538755.0,0.98687
539015.0,0.951102
546148.0,0.849776
550212.0,0.77521
552000.0,0.69512
552549.0,0.725386
552854.0,0.769664
553108.0,0.849326
553260.0,0.938737
553403.0,1.08178
553498.0,1.23987
553578.0,1.44455
553641.0,1.69196
553697.0,2.0119
553743.0,2.3958
553787.0,2.92881
553825.0,3.57911
553863.0,4.48943
553901.0,5.71046
553986.0,9.30847
554009.0,9.91961
554028.0,10.0876
554055.0,9.74418
554091.0,8.42528
554155.0,5.56153
554192.0,4.32253
554225.0,3.49324
554263.0,2.81858
554301.0,2.34867
554340.0,2.01664
554381.0,1.76117
554444.0,1.50253
554524.0,1.31347
554619.0,1.19203
554762.0,1.11569
554886.0,1.09984
555000.0,1.10221
555495.0,1.02966
556435.0,0.961615
557705.0,0.876001
560000.0,0.783246
561201.0,0.822669
561361.0,0.862985
561423.0,0.911691
561460.0,0.970144
561492.0,1.0694
561512.0,1.18838
561527.0,1.35269
561539.0,1.55828
561549.0,1.83404
561559.0,2.23358
561569.0,2.7783
561598.0,4.80659
561608.0,5.27792
561615.0,5.37711
561624.0,5.22891
561633.0,4.80734
561649.0,3.56794
561664.0,2.43181
561673.0,1.89171
561681.0,1.52914
561688.0,1.27773
561696.0,1.09601
561704.0,0.971976
561716.0,0.858978
561730.0,0.781882
561754.0,0.726781
561806.0,0.689268
562000.0,0.67414
563000.0,0.684745
564736.0,0.649321
564858.0,0.649253
565000.0,0.650107
565101.0,0.649595
565951.0,0.6676
566679.0,0.71653
567408.0,0.825889
567772.0,0.923919
568258.0,1.12601
568561.0,1.31922
568865.0,1.59672
569168.0,1.9837
569442.0,2.46477
569715.0,3.12838
569982.0,4.00209
570249.0,5.25131
570832.0,8.39385
571182.0,9.62773
571342.0,9.78894
571609.0,9.42179
572095.0,7.77829
572508.0,6.30852
572872.0,5.40229
573479.0,4.21151
573965.0,3.56025
574572.0,2.96702
575179.0,2.55791
576014.0,2.17706
576268.0,1.96573
576339.0,1.84435
576393.0,1.7104
576408.0,1.77891
576416.0,1.90031
576426.0,2.17823
576438.0,2.67559
576463.0,4.04619
576475.0,4.38747
576480.0,4.42813
576492.0,4.28739
576528.0,3.03671
576545.0,2.69104
576568.0,2.44864
576616.0,2.25507
576709.0,2.10358
577000.0,1.9027
577839.0,1.69527
579916.0,1.41019
581000.0,1.32468
581142.0,1.3531
581173.0,1.39668
581190.0,1.46789
581204.0,1.59643
581218.0,1.82394
581235.0,2.25468
581251.0,2.67905
581263.0,2.89035
581269.0,2.91248
581280.0,2.80766
581296.0,2.40192
581314.0,1.88589
581325.0,1.65495
581336.0,1.49496
581352.0,1.37954
581380.0,1.31049
581503.0,1.27373
584634.0,1.01784
589851.0,0.698313
590423.0,0.684818
591000.0,0.70571
591250.0,0.698436
591505.0,0.710601
591760.0,0.754802
592051.0,0.862498
592237.0,0.969206
592428.0,1.14717
592587.0,1.37145
592741.0,1.68128
592903.0,2.13503
593007.0,2.5178
593258.0,3.85069
593426.0,4.6704
593561.0,5.01683
593617.0,5.04596
593732.0,4.90612
593994.0,4.04425
594233.0,3.2536
594426.0,2.83706
594625.0,2.59954
594824.0,2.50822
594924.0,2.50518
595000.0,2.51007
595322.0,2.43874
595620.0,2.51228
596018.0,2.78401
597162.0,4.35984
597660.0,4.99123
598058.0,5.25271
598306.0,5.27797
599003.0,5.12628
601216.0,3.49976
602460.0,2.87563
604201.0,2.23826
605071.0,2.02258
605196.0,2.02137
605567.0,2.07877
605740.0,2.18586
605892.0,2.40411
605985.0,2.67813
606059.0,3.08907
606125.0,3.66964
606181.0,4.43159
606231.0,5.43106
606283.0,6.90112
606376.0,10.0954
606415.0,10.883
606432.0,10.9772
606462.0,10.7621
606508.0,9.70953
606601.0,7.09056
606664.0,5.81763
606716.0,5.10407
606778.0,4.51763
606861.0,4.02391
606986.0,3.61286
607189.0,3.12936
607664.0,2.37193
607683.0,2.4772
607695.0,2.67905
607706.0,3.04607
607717.0,3.62341
607738.0,5.12543
607753.0,6.06329
607765.0,6.44566
607769.0,6.46444
607781.0,6.23009
607804.0,5.09903
607822.0,4.1871
607836.0,3.718
607847.0,3.48364
607870.0,3.17965
607892.0,3.01162
607952.0,2.78095
608075.0,2.58906
608338.0,2.43274
609140.0,2.22738
611000.0,1.95596
615443.0,1.65237
622598.0,1.41845
623409.0,1.37919
623647.0,1.39911
623862.0,1.48467
624000.0,1.63068
624084.0,1.80373
624157.0,2.06187
624217.0,2.41582
624262.0,2.83154
624303.0,3.41307
624340.0,4.16355
624375.0,5.14761
624420.0,6.88015
624468.0,8.74182
624498.0,9.34306
624506.0,9.37071
624527.0,9.1617
624559.0,8.22333
624630.0,5.36439
624668.0,4.2136
624704.0,3.44108
624742.0,2.86203
624789.0,2.37514
624846.0,1.99281
624906.0,1.73072
624989.0,1.49883
625087.0,1.35746
625222.0,1.26305
625428.0,1.20754
625637.0,1.19895
626000.0,1.22669
626516.0,1.21102
627645.0,1.24841
628105.0,1.32467
628462.0,1.44993
628775.0,1.64122
629152.0,2.01629
629340.0,2.3125
629519.0,2.74437
629679.0,3.30252
629849.0,4.11431
630284.0,6.67924
630508.0,7.86175
630620.0,8.87581
630717.0,10.334
630921.0,14.5802
630988.0,15.1169
631061.0,14.5601
631143.0,12.7475
631285.0,9.07444
631378.0,7.3255
631471.0,6.10442
631577.0,5.19964
631683.0,4.64311
631789.0,4.31181
632000.0,4.01774
632321.0,3.30349
632700.0,2.76302
633034.0,2.43346
633672.0,2.11844
634157.0,1.96514
635706.0,1.74898
638134.0,1.53472
644661.0,1.33354
654433.0,1.07624
656371.0,0.965299
656807.0,0.94801
657049.0,0.962191
657291.0,1.02165
657509.0,1.12325
657673.0,1.25837
657809.0,1.44416
657918.0,1.67817
657994.0,1.9217
658066.0,2.28503
658148.0,2.86352
658221.0,3.58659
658292.0,4.55998
658368.0,5.99497
658495.0,8.74143
658552.0,9.37648
658570.0,9.41512
658619.0,9.11172
658700.0,7.71869
658804.0,5.74716
658874.0,4.76917
658955.0,3.98149
659051.0,3.36157
659160.0,2.90076
659296.0,2.55797
659459.0,2.32887
659690.0,2.1718
660174.0,2.01017
660890.0,1.76189
661000.0,1.73766
661666.0,1.80662
662113.0,1.95781
662344.0,2.11216
662580.0,2.37385
662757.0,2.70053
662904.0,3.13277
663051.0,3.78637
663154.0,4.46111
663246.0,5.37542
663337.0,6.69002
663420.0,8.35743
663564.0,11.9075
663623.0,12.925
663668.0,13.1917
663711.0,12.947
663786.0,11.5458
663938.0,7.64665
664012.0,6.19768
664083.0,5.22717
664141.0,4.69289
664215.0,4.35931
664240.0,4.33537
664286.0,4.43502
664334.0,4.76516
664376.0,5.3125
664420.0,6.18547
664519.0,8.78032
664551.0,9.34851
664577.0,9.48623
664611.0,9.2015
664659.0,8.11541
664752.0,5.53453
664812.0,4.27722
664869.0,3.38949
664933.0,2.67892
664987.0,2.24338
665042.0,1.93149
665090.0,1.78178
665114.0,1.76683
665140.0,1.81774
665167.0,1.96504
665194.0,2.24652
665223.0,2.70562
665277.0,3.89048
665311.0,4.58142
665338.0,4.92806
665360.0,5.03848
665404.0,4.90051
665542.0,3.69848
665628.0,3.17596
665730.0,2.76653
665868.0,2.42728
666101.0,2.0987
666375.0,1.88103
666814.0,1.70306
667746.0,1.4754
669705.0,1.13261
669865.0,1.12495
670006.0,1.15074
670096.0,1.2232
670176.0,1.34594
670239.0,1.52106
670289.0,1.76417
670326.0,2.05891
670357.0,2.42105
670388.0,2.95529
670415.0,3.6489
670444.0,4.63124
670487.0,6.62815
670521.0,8.12568
670548.0,8.72042
670553.0,8.75124
670571.0,8.62992
670599.0,7.88541
670667.0,5.33991
670700.0,4.42913
670738.0,3.6825
670775.0,3.17051
670825.0,2.71754
670888.0,2.36501
670963.0,2.10957
671078.0,1.89413
671229.0,1.75724
671469.0,1.67057
671750.0,1.64861
672000.0,1.65519
673003.0,1.47751
675359.0,1.34565
679383.0,1.27199
680748.0,1.30315
681000.0,1.31725
681294.0,1.30415
681564.0,1.33318
681717.0,1.42176
681789.0,1.52266
681847.0,1.67486
681898.0,1.92277
681932.0,2.20825
681957.0,2.52544
681980.0,2.95595
682003.0,3.58088
682026.0,4.44251
682057.0,6.05412
682084.0,7.44607
682105.0,8.04133
682113.0,8.10142
682134.0,7.7719
682159.0,6.61883
682198.0,4.62367
682222.0,3.69006
682243.0,3.10252
682268.0,2.60439
682294.0,2.27036
682328.0,1.97999
682379.0,1.72571
682447.0,1.54803
682545.0,1.42748
682686.0,1.35602
684558.0,1.16553
685000.0,1.12938
685221.0,1.17464
685273.0,1.21673
685307.0,1.28949
685329.0,1.40376
685345.0,1.57427
685358.0,1.80901
685375.0,2.22435
685404.0,3.09351
685418.0,3.33018
685424.0,3.35517
685438.0,3.22383
685457.0,2.72718
685481.0,2.03783
685495.0,1.7669
685511.0,1.55825
685532.0,1.41665
685563.0,1.32194
685612.0,1.26724
685756.0,1.23304
685812.0,1.23198
685993.0,1.2381
687624.0,1.14301
689614.0,1.08782
696720.0,1.01946
697858.0,1.05242
698426.0,1.12931
698881.0,1.24298
699336.0,1.38602
699563.0,1.54024
699734.0,1.74766
699876.0,2.02993
700046.0,2.56143
700146.0,3.01235
700231.0,3.61565
700309.0,4.43081
700384.0,5.53061
700458.0,7.00777
700598.0,10.3428
700654.0,11.2726
700695.0,11.4924
700746.0,11.1571
700802.0,10.0933
700963.0,5.96442
701020.0,4.82445
701082.0,3.90896
701148.0,3.19155
701222.0,2.60552
701297.0,2.19674
701382.0,1.88209
701468.0,1.68078
701581.0,1.53093
701695.0,1.47118
701752.0,1.46499
701990.0,1.53646
702406.0,1.24539
702860.0,1.0316
703088.0,0.960958
703656.0,0.873435
704000.0,0.847086
704303.0,0.657337
704471.0,0.589679
704546.0,0.579998
704639.0,0.598892
704701.0,0.64195
704764.0,0.724358
704809.0,0.821511
704858.0,0.981504
704900.0,1.18626
704939.0,1.46689
704972.0,1.79639
705001.0,2.20149
705032.0,2.80389
705065.0,3.66931
705109.0,5.13282
705161.0,6.89787
705189.0,7.4575
705203.0,7.53167
705225.0,7.34748
705261.0,6.43772
705328.0,4.1866
705360.0,3.35666
705392.0,2.7291
705425.0,2.28383
705461.0,1.94814
705492.0,1.74733
705538.0,1.55296
705585.0,1.44313
705647.0,1.37747
705691.0,1.36667
705816.0,1.42528
706000.0,1.60207
706737.0,1.14704
707000.0,1.0092
708056.0,0.853929
708990.0,0.794444
709758.0,0.533148
709974.0,0.484842
710000.0,0.488341
710073.0,0.533409
710174.0,0.634086
710228.0,0.716719
710271.0,0.817827
710303.0,0.938698
710327.0,1.07909
710346.0,1.25186
710359.0,1.44523
710373.0,1.7201
710386.0,2.11799
710400.0,2.67022
710420.0,3.71827
710441.0,4.82804
710454.0,5.20672
710459.0,5.23815
710472.0,5.02542
710486.0,4.3451
710516.0,2.51049
710527.0,1.95668
710537.0,1.57041
710547.0,1.28739
710558.0,1.08822
710569.0,0.933299
710580.0,0.838982
710594.0,0.768235
710611.0,0.713915
710639.0,0.67447
710680.0,0.66032
710774.0,0.684091
711000.0,0.783644
712044.0,0.600711
712743.0,0.574766
713325.0,0.593977
713674.0,0.635226
714024.0,0.706522
714373.0,0.766763
714664.0,0.874095
714897.0,1.01444
715188.0,1.23888
715392.0,1.46991
715596.0,1.8093
715799.0,2.29182
715971.0,2.84015
716138.0,3.62756
716531.0,5.69677
716717.0,6.3609
717243.0,7.28774
717949.0,9.22075
718213.0,9.46526
718566.0,9.13947
719066.0,7.96058
719662.0,6.40858
720331.0,5.13915
720919.0,4.34193
721654.0,3.68397
722536.0,3.17464
723860.0,2.67745
725551.0,2.31748
727536.0,2.03787
730298.0,1.77548
730369.0,1.80152
730393.0,1.87643
730411.0,2.02361
730430.0,2.32526
730467.0,3.19281
730482.0,3.34408
730483.0,3.3459
730496.0,3.26106
730520.0,2.79587
730542.0,2.3503
730562.0,2.10299
730591.0,1.94992
730643.0,1.86818
730877.0,1.79834
732278.0,1.67756
738808.0,1.47645
742605.0,1.38066
743000.0,1.36327
743846.0,1.3721
744266.0,1.33655
744395.0,1.29505
744419.0,1.32867
744436.0,1.44162
744449.0,1.6282
744466.0,1.9923
744488.0,2.4948
744501.0,2.63701
744503.0,2.64028
744515.0,2.56586
744537.0,2.17499
744555.0,1.83313
744571.0,1.64146
744589.0,1.53009
744612.0,1.46777
744718.0,1.39954
745263.0,1.33927
746810.0,1.29595
748893.0,1.24373
751393.0,1.14404
753000.0,1.03214
753821.0,1.47866
754126.0,1.72733
754177.0,1.84154
754202.0,1.97128
754219.0,2.15523
754233.0,2.45837
754246.0,2.87596
754264.0,3.73143
754284.0,4.7805
754298.0,5.16859
754305.0,5.21484
754316.0,5.08118
754351.0,3.98665
754366.0,3.77364
754371.0,3.75929
754385.0,3.86471
754405.0,4.26645
754435.0,5.25016
754490.0,7.43955
754518.0,8.16525
754534.0,8.30901
754564.0,8.00968
754611.0,6.66483
754657.0,5.27704
754698.0,4.37342
754738.0,3.76623
754790.0,3.22961
754843.0,2.8818
754922.0,2.55459
755035.0,2.27846
755198.0,2.03758
755499.0,1.79274
755996.0,1.56278
756765.0,1.4845
756858.0,1.48266
757000.0,1.48366
757118.0,1.47769
757273.0,1.51061
757347.0,1.58508
757401.0,1.73013
757433.0,1.92224
757455.0,2.14786
757476.0,2.50057
757508.0,3.23927
757533.0,3.80811
757550.0,3.96103
757566.0,3.84864
757585.0,3.43275
757623.0,2.35015
757642.0,1.96617
757658.0,1.74162
757680.0,1.55214
757701.0,1.43995
757745.0,1.3242
757810.0,1.2498
757948.0,1.18515
758176.0,1.16676
758978.0,1.19034
759617.0,1.09964
759752.0,1.09461
760000.0,1.11258
760157.0,1.09399
760277.0,1.11421
760398.0,1.19228
760488.0,1.31158
760578.0,1.51145
760657.0,1.78376
760745.0,2.21939
760923.0,3.38481
760999.0,3.66326
761040.0,3.69834
761112.0,3.52023
761307.0,2.43522
761393.0,2.09504
761478.0,1.87628
761568.0,1.7458
761659.0,1.68687
761719.0,1.67579
761899.0,1.7296
762000.0,1.77867
762469.0,1.58598
763130.0,1.45243
766252.0,1.23367
770973.0,1.0085
772000.0,0.940888
772948.0,1.04959
773006.0,1.07719
773325.0,1.51627
773819.0,2.28894
774000.0,2.58886
774264.0,2.49366
774438.0,2.56799
774553.0,2.74279
774693.0,3.15388
774915.0,4.07007
775022.0,4.23533
775039.0,4.236
775101.0,4.15086
775211.0,3.70299
775397.0,2.78514
775513.0,2.36284
775615.0,2.11267
775669.0,2.05194
775697.0,2.08586
775717.0,2.19153
775732.0,2.36694
775747.0,2.68289
775761.0,3.19182
775779.0,4.02461
775804.0,5.36647
775818.0,5.82617
775828.0,5.90084
775841.0,5.68064
775862.0,4.81972
775887.0,3.65385
775906.0,3.03288
775922.0,2.69647
775944.0,2.41034
775972.0,2.20773
776026.0,2.01632
776094.0,1.89016
776248.0,1.75787
776578.0,1.6749
776680.0,1.67119
777000.0,1.68584
778276.0,1.50035
779136.0,1.42346
779709.0,1.41755
779924.0,1.41892
780061.0,1.3831
780588.0,1.09521
780779.0,1.02998
780855.0,1.02154
780960.0,1.04694
781024.0,1.12872
781082.0,1.27881
781142.0,1.52078
781183.0,1.77839
781219.0,2.0995
781254.0,2.5528
781283.0,3.10225
781314.0,3.90111
781352.0,5.26063
781396.0,6.81004
781415.0,7.20661
781429.0,7.2993
781451.0,7.0737
781478.0,6.31765
781536.0,4.21423
781566.0,3.38785
781595.0,2.82928
781629.0,2.38043
781664.0,2.0618
781712.0,1.79495
781772.0,1.60331
781820.0,1.51306
781925.0,1.41443
782020.0,1.3491
782316.0,0.971541
782607.0,0.670299
782738.0,0.564672
782829.0,0.520826
782867.0,0.51682
782910.0,0.530098
782946.0,0.564376
782978.0,0.629644
783004.0,0.729013
783031.0,0.885664
783056.0,1.09323
783082.0,1.38263
783106.0,1.74748
783129.0,2.22586
783153.0,2.88
783181.0,3.91235
783238.0,6.2574
783261.0,6.87569
783275.0,7.00771
783301.0,6.79064
783335.0,5.87734
783385.0,4.33854
783422.0,3.50315
783458.0,2.95579
783493.0,2.59055
783541.0,2.28304
783600.0,2.06735
783672.0,1.94255
783781.0,1.89201
784000.0,1.97325
784562.0,1.52604
785000.0,1.25587
785026.0,1.25337
785191.0,1.29569
785266.0,1.36838
785292.0,1.44089
785312.0,1.5565
785329.0,1.73919
785347.0,2.03743
785386.0,2.97485
785401.0,3.17099
785407.0,3.18873
785420.0,3.10585
785436.0,2.80186
785469.0,2.01896
785486.0,1.74073
785504.0,1.57374
785527.0,1.46014
785544.0,1.41691
785619.0,1.35434
785707.0,1.34279
785992.0,1.36083
786732.0,1.05399
786922.0,1.01682
787000.0,1.04732
787059.0,1.14633
787109.0,1.28825
787148.0,1.46621
787182.0,1.71094
787212.0,2.0339
787242.0,2.51275
787307.0,3.91414
787333.0,4.18913
787337.0,4.20144
787359.0,4.09253
787387.0,3.65481
787435.0,2.75676
787469.0,2.31565
787498.0,2.06222
787528.0,1.89674
787587.0,1.71641
787646.0,1.63785
787740.0,1.60174
