18-Ar-40(n,total) ENDF/B-VII.1
788000.0,1.66724
788985.0,1.3499
790324.0,1.25092
802000.0,0.990574
807816.0,0.81637
808670.0,0.803922
809036.0,0.812094
809402.0,0.86333
809634.0,0.931319
809756.0,1.01144
809820.0,1.09626
809861.0,1.19483
809896.0,1.34833
809919.0,1.52555
809942.0,1.81201
809986.0,2.57878
810002.0,2.70973
810005.0,2.70983
810017.0,2.61741
810031.0,2.34351
810068.0,1.30849
810079.0,1.05416
810091.0,0.86865
810101.0,0.752488
810108.0,0.701607
810122.0,0.640506
810140.0,0.610533
810146.0,0.607698
810189.0,0.621037
810341.0,0.689054
810537.0,0.727127
811000.0,0.757759
811916.0,0.553887
812278.0,0.504537
812639.0,0.479998
812759.0,0.478471
812940.0,0.485276
813000.0,0.496829
813121.0,0.567358
813324.0,0.724329
813487.0,0.893688
813612.0,1.07534
813725.0,1.31257
813813.0,1.58656
813889.0,1.93556
813949.0,2.33278
814006.0,2.88119
814056.0,3.55509
814110.0,4.52307
814241.0,7.42839
814287.0,7.9879
814305.0,8.04847
814357.0,7.74052
814512.0,5.37052
814592.0,4.52674
814659.0,4.07482
814749.0,3.70956
814839.0,3.5212
815093.0,3.37879
815187.0,3.36614
815595.0,3.53107
816000.0,3.83219
816122.0,3.83225
816243.0,3.82853
816538.0,3.93811
816649.0,4.11655
816752.0,4.49864
816813.0,4.94673
816864.0,5.56154
816915.0,6.54765
816963.0,7.98017
817065.0,12.0952
817101.0,12.6691
817101.0,12.6685
817137.0,12.1863
817193.0,10.1015
817248.0,8.02039
817298.0,6.70919
817344.0,5.93203
817410.0,5.25164
817508.0,4.75211
817640.0,4.50345
817785.0,4.44377
817996.0,4.48256
818931.0,3.54286
819735.0,3.07251
820921.0,2.57368
823029.0,2.06864
826367.0,1.65955
828177.0,1.53595
828556.0,1.57275
828721.0,1.66405
828821.0,1.8089
828892.0,2.02837
828939.0,2.29618
828974.0,2.60665
829006.0,3.04272
829038.0,3.6927
829067.0,4.52646
829134.0,6.90523
829162.0,7.45618
829170.0,7.49031
829196.0,7.22887
829230.0,6.27029
829283.0,4.52655
829316.0,3.75131
829352.0,3.16332
829387.0,2.76583
829434.0,2.41908
829494.0,2.15231
829588.0,1.91324
829730.0,1.73479
829955.0,1.60434
830132.0,1.56196
830233.0,1.6047
830294.0,1.71753
830334.0,1.89046
830364.0,2.1278
830390.0,2.46628
830414.0,2.95041
830438.0,3.66029
830467.0,4.83016
830509.0,6.66416
830534.0,7.29378
830545.0,7.37306
830564.0,7.22664
830593.0,6.5082
830649.0,4.77349
830686.0,3.96485
830726.0,3.39257
830776.0,2.94673
830837.0,2.62327
830897.0,2.41992
831002.0,2.20739
831183.0,2.02351
831501.0,1.88604
833594.0,1.53681
834399.0,1.462
837000.0,1.33178
837928.0,1.36174
838396.0,1.30297
838523.0,1.27494
838552.0,1.30196
838566.0,1.35799
838580.0,1.48234
838592.0,1.68346
838606.0,2.01802
838639.0,3.15327
838653.0,3.45061
838661.0,3.49965
838674.0,3.38711
838691.0,2.94763
838716.0,2.23532
838733.0,1.89948
838748.0,1.71585
838768.0,1.58351
838803.0,1.48427
838870.0,1.41365
839031.0,1.353
839986.0,1.24171
841000.0,1.22131
842618.0,1.2449
843000.0,1.25433
843560.0,1.12421
843615.0,1.12162
843712.0,1.14391
843781.0,1.21615
843825.0,1.32816
843859.0,1.50426
843885.0,1.73053
843909.0,2.04369
843939.0,2.61933
843981.0,3.48574
844004.0,3.73346
844009.0,3.74937
844028.0,3.67385
844052.0,3.32923
844101.0,2.45374
844133.0,2.03351
844168.0,1.74473
844211.0,1.53337
844245.0,1.43043
844315.0,1.31135
844418.0,1.22889
844640.0,1.17398
844806.0,1.16699
845000.0,1.16988
846634.0,1.10315
852060.0,0.970982
852120.0,0.970972
853000.0,0.974158
853333.0,0.973458
854168.0,0.9902
855048.0,1.08028
855834.0,1.29079
856150.0,1.4216
856277.0,1.54529
856335.0,1.67553
856374.0,1.84474
856407.0,2.1027
856427.0,2.35689
856449.0,2.79078
856470.0,3.40363
856495.0,4.41613
856530.0,5.9874
856545.0,6.40327
856555.0,6.50762
856570.0,6.40002
856589.0,5.88012
856635.0,4.0241
856658.0,3.32462
856681.0,2.85081
856711.0,2.4727
856745.0,2.22675
856785.0,2.06211
856867.0,1.91617
857000.0,1.86043
857220.0,1.91531
857563.0,2.13461
857954.0,2.53052
858413.0,3.11858
858980.0,3.96978
859326.0,4.2818
859426.0,4.30138
859791.0,4.1136
860452.0,3.35987
860668.0,3.23629
860803.0,3.31918
860871.0,3.48407
860938.0,3.82585
860987.0,4.27591
861035.0,5.02346
861088.0,6.26376
861162.0,8.27263
861199.0,8.72925
861206.0,8.7395
861241.0,8.44964
861312.0,6.84882
861371.0,5.61356
861429.0,4.81263
861496.0,4.24003
861598.0,3.78631
861733.0,3.52117
862000.0,3.37564
862544.0,2.74778
862950.0,2.3834
863626.0,2.10098
864979.0,1.73363
867414.0,1.36998
869172.0,1.19237
870220.0,1.17064
870677.0,1.20202
870829.0,1.26258
870894.0,1.33073
870944.0,1.44801
870973.0,1.59283
870992.0,1.78205
871008.0,2.04626
871024.0,2.41896
871045.0,3.16248
871068.0,3.94968
871083.0,4.21553
871087.0,4.22822
871100.0,4.08423
871116.0,3.58657
871148.0,2.20639
871161.0,1.76323
871172.0,1.51022
871186.0,1.30306
871197.0,1.20198
871217.0,1.10356
871238.0,1.065
871288.0,1.04334
871705.0,1.11655
871879.0,1.20258
871984.0,1.32437
872047.0,1.45605
872094.0,1.6223
872141.0,1.89679
872178.0,2.23371
872223.0,2.79872
872290.0,3.80448
872331.0,4.16511
872346.0,4.20369
872382.0,4.09193
872504.0,2.97602
872564.0,2.59492
872632.0,2.3235
872724.0,2.13719
872831.0,2.06144
872867.0,2.05886
873010.0,2.13856
873153.0,2.35433
873296.0,2.69944
873472.0,3.32138
873665.0,4.28946
874012.0,6.31124
874184.0,6.96216
874434.0,7.31119
874485.0,7.70804
874530.0,8.5521
874603.0,10.7518
874620.0,10.908
874644.0,10.5822
874677.0,9.3431
874726.0,7.27899
874760.0,6.3386
874803.0,5.62694
874872.0,4.98936
874981.0,4.40988
875118.0,3.96716
875362.0,3.48662
875590.0,3.23057
876000.0,3.02847
876520.0,2.60049
876882.0,2.42457
877108.0,2.37753
877254.0,2.45262
877350.0,2.64753
877420.0,2.92523
877500.0,3.4496
877626.0,4.53079
877696.0,4.84852
877710.0,4.86039
877778.0,4.68512
877980.0,3.43149
878074.0,3.06059
878197.0,2.77866
878380.0,2.56253
878625.0,2.46109
878747.0,2.45086
879000.0,2.46629
879849.0,2.18787
881000.0,2.03328
881585.0,2.01225
881964.0,2.02417
882509.0,1.91974
882735.0,1.96555
882904.0,2.10403
883036.0,2.34875
883138.0,2.69663
883220.0,3.15483
883287.0,3.72215
883355.0,4.51887
883488.0,6.56183
883533.0,7.04211
883568.0,7.16626
883619.0,6.89375
883686.0,5.91113
883793.0,4.13833
883858.0,3.31744
883920.0,2.74475
883983.0,2.31943
884059.0,2.00293
884138.0,1.80963
884223.0,1.68204
884336.0,1.5905
884516.0,1.54844
884787.0,1.59979
885000.0,1.67441
885959.0,1.50743
887402.0,1.40806
889126.0,1.31606
889566.0,1.26035
889650.0,1.29
889687.0,1.35013
889712.0,1.43993
889736.0,1.61382
889754.0,1.82621
889776.0,2.22225
889824.0,3.3282
889844.0,3.57398
889852.0,3.59796
889867.0,3.53146
889895.0,3.10613
889932.0,2.47812
889963.0,2.11522
889997.0,1.87588
890044.0,1.70271
890108.0,1.58592
890231.0,1.49214
890512.0,1.43802
890679.0,1.43396
890963.0,1.44105
892108.0,1.28643
894570.0,1.11457
896512.0,0.940629
897054.0,0.88349
897718.0,0.772868
898025.0,0.735143
898333.0,0.647299
898579.0,0.60896
898677.0,0.605149
898982.0,0.634392
899017.0,0.651743
899035.0,0.689648
899050.0,0.764647
899063.0,0.873128
899075.0,1.0386
899090.0,1.3274
899121.0,1.98082
899134.0,2.1595
899147.0,2.2122
899162.0,2.13224
899208.0,1.54545
899225.0,1.40521
899247.0,1.30091
899281.0,1.24566
899292.0,1.24139
899365.0,1.28993
899457.0,1.44985
899566.0,1.74802
899695.0,2.23819
899830.0,2.92666
900001.0,4.00314
900163.0,5.18459
900279.0,5.74977
900404.0,5.9554
900560.0,5.69622
901009.0,4.11234
901210.0,3.55305
901470.0,3.08419
901666.0,2.87101
902576.0,2.27785
903356.0,1.98562
904332.0,1.78273
906152.0,1.58667
906412.0,1.58431
906966.0,1.59411
907290.0,1.57631
907431.0,1.58723
907565.0,1.64501
907644.0,1.75303
907692.0,1.91283
907722.0,2.112
907747.0,2.40913
907767.0,2.79963
907788.0,3.38139
907834.0,5.15457
907849.0,5.52794
907860.0,5.60837
907875.0,5.43797
907895.0,4.77827
907932.0,3.18514
907950.0,2.62662
907968.0,2.23754
907988.0,1.95328
908010.0,1.76229
908048.0,1.59569
908099.0,1.49323
908224.0,1.4011
908599.0,1.3296
909599.0,1.26063
909974.0,1.28926
910275.0,1.42626
910575.0,1.64455
910870.0,1.9712
911080.0,2.23039
911360.0,2.57257
911820.0,3.2313
912032.0,3.44219
912140.0,3.76374
912190.0,4.11671
912220.0,4.54865
912246.0,5.19835
912306.0,7.37797
912328.0,7.68669
912345.0,7.46791
912370.0,6.60822
912408.0,5.02342
912431.0,4.38162
912453.0,3.97327
912487.0,3.63153
912555.0,3.3345
912655.0,3.14257
913324.0,2.48501
913732.0,2.22997
914410.0,1.99499
915768.0,1.78443
917397.0,1.64088
918329.0,1.6019
918391.0,1.62198
918414.0,1.69066
918434.0,1.84803
918450.0,2.09515
918483.0,2.75744
918499.0,2.89984
918501.0,2.90104
918515.0,2.79984
918538.0,2.37196
918561.0,1.94207
918574.0,1.79393
918590.0,1.68268
918627.0,1.6109
919000.0,1.57467
921000.0,1.65001
921381.0,1.61979
921642.0,1.6495
921842.0,1.74166
921977.0,1.87734
922098.0,2.11351
922198.0,2.44641
922279.0,2.87418
922347.0,3.40505
922415.0,4.17016
922509.0,5.6302
922568.0,6.51955
922604.0,6.82989
922623.0,6.87455
922656.0,6.74121
922708.0,6.05533
922824.0,3.94108
922885.0,3.13006
922945.0,2.5593
923001.0,2.19191
923058.0,1.94636
923125.0,1.75277
923226.0,1.58266
923326.0,1.49288
923526.0,1.43138
923566.0,1.42969
924000.0,1.49851
924975.0,1.42116
926322.0,1.60442
926435.0,1.70652
926476.0,1.80068
926512.0,1.96887
926539.0,2.21675
926562.0,2.58803
926580.0,3.05311
926606.0,3.95307
926635.0,5.03159
926651.0,5.34573
926657.0,5.36489
926671.0,5.21112
926691.0,4.59236
926727.0,3.11337
926743.0,2.61129
926761.0,2.21009
926775.0,2.00798
926793.0,1.82909
926820.0,1.67499
926861.0,1.56299
926950.0,1.46713
927154.0,1.40421
928622.0,1.26431
928741.0,1.2623
928979.0,1.28257
929090.0,1.35812
929260.0,1.56145
929362.0,1.77885
929425.0,2.01104
929478.0,2.33154
929516.0,2.68879
929547.0,3.14534
929581.0,3.84467
929622.0,5.04219
929656.0,6.08346
929681.0,6.55398
929693.0,6.60886
929713.0,6.42785
929744.0,5.63236
929795.0,3.959
929823.0,3.27562
929854.0,2.73499
929886.0,2.38962
929929.0,2.11362
929982.0,1.92579
930058.0,1.78284
930169.0,1.68503
930407.0,1.62091
930702.0,1.6102
931000.0,1.61538
932000.0,1.54354
933444.0,1.58444
934834.0,1.73152
935529.0,1.88288
935946.0,2.0446
936363.0,2.32723
936641.0,2.63526
936919.0,3.11475
937197.0,3.80049
937416.0,4.6064
937836.0,6.60387
938000.0,6.96338
938030.0,6.97245
938170.0,6.75919
938358.0,5.95165
938686.0,4.28784
938900.0,3.47833
939143.0,2.82276
939352.0,2.42502
939630.0,2.05458
939908.0,1.7994
940186.0,1.65009
940742.0,1.50678
941923.0,1.33148
943591.0,1.2515
948777.0,1.11807
949351.0,1.10701
949968.0,1.1298
950308.0,0.992132
950384.0,0.981667
950444.0,0.990531
950520.0,1.04253
950574.0,1.1335
950615.0,1.25808
950656.0,1.46717
950690.0,1.74254
950723.0,2.12655
950800.0,3.29058
950830.0,3.57286
950843.0,3.61129
950874.0,3.52011
950975.0,2.5571
951022.0,2.30586
951075.0,2.22313
951130.0,2.29871
951186.0,2.50986
951255.0,2.95796
951325.0,3.61655
951475.0,5.47181
951530.0,5.94888
951573.0,6.07268
951636.0,5.82249
951720.0,4.94011
951841.0,3.49498
951921.0,2.75158
951992.0,2.26834
952070.0,1.91893
952148.0,1.69197
952242.0,1.51497
952367.0,1.3847
952534.0,1.32406
952576.0,1.32207
952826.0,1.3771
953000.0,1.44642
953577.0,1.33938
955050.0,1.22864
955745.0,1.22459
956000.0,1.22517
956579.0,1.22382
959399.0,1.27994
960516.0,1.36869
960935.0,1.43265
961214.0,1.53609
961633.0,1.78759
961842.0,1.99118
962121.0,2.35915
962261.0,2.65723
962360.0,3.01136
962464.0,3.5743
962568.0,4.40175
962777.0,6.63295
962866.0,7.18136
962896.0,7.22364
962983.0,6.95081
963207.0,5.29552
963334.0,4.70854
963424.0,4.50641
963544.0,4.4293
963658.0,4.43918
963808.0,4.36052
963982.0,3.97284
964393.0,2.77423
964606.0,2.30903
964869.0,1.91646
965132.0,1.66142
965507.0,1.43788
965957.0,1.28842
966557.0,1.21645
966959.0,1.20391
967998.0,1.25906
968789.0,1.16615
968895.0,1.1989
968938.0,1.25564
968979.0,1.38345
969003.0,1.53884
969022.0,1.72927
969040.0,2.01905
969058.0,2.4456
969076.0,3.03244
969128.0,5.04785
969148.0,5.50155
969157.0,5.55776
969172.0,5.44951
969196.0,4.86939
969242.0,3.465
969267.0,2.89375
969293.0,2.50529
969327.0,2.17364
969372.0,1.92237
969426.0,1.74856
969498.0,1.61617
969605.0,1.50868
969863.0,1.39902
970538.0,1.30824
972000.0,1.27039
972947.0,1.25723
974465.0,1.31207
976429.0,1.37764
977961.0,1.47765
978128.0,1.53974
978196.0,1.62538
978225.0,1.57026
978271.0,1.32574
978294.0,1.28545
978381.0,1.4027
978598.0,1.46759
980134.0,1.58732
981223.0,1.64467
984588.0,2.05026
986159.0,2.28896
987141.0,2.53856
988122.0,2.64473
989150.0,2.92043
990283.0,3.10185
991632.0,3.47991
992614.0,3.7122
994000.0,3.94302
996000.0,3.79789
1001540.0,2.84616
1004510.0,2.37699
1008000.0,1.98803
1009250.0,1.95128
1010020.0,1.87159
1010150.0,1.91187
1010200.0,2.00833
1010230.0,2.19039
1010250.0,2.47802
1010270.0,2.89197
1010290.0,3.57243
1010330.0,5.12598
1010350.0,5.50839
1010360.0,5.53776
1010380.0,5.32012
1010410.0,4.33164
1010440.0,3.49252
1010470.0,3.01068
1010500.0,2.6684
1010540.0,2.41581
1010620.0,2.23959
1010780.0,2.1261
1010910.0,2.11095
1011170.0,2.18086
1011340.0,2.35275
1011450.0,2.60367
1011530.0,2.95042
1011580.0,3.38092
1011630.0,3.97055
1011660.0,4.70032
1011700.0,5.75461
1011770.0,8.28441
1011790.0,8.71441
1011800.0,8.71949
1011820.0,8.37665
1011850.0,7.26761
1011900.0,4.87573
1011930.0,3.8985
1011960.0,3.19538
1011980.0,2.71185
1012010.0,2.3384
1012050.0,2.04247
1012110.0,1.82104
1012190.0,1.65809
1012330.0,1.54888
1012690.0,1.48017
1013180.0,1.42495
1014160.0,1.26001
1014800.0,1.22629
1014970.0,1.22901
1015390.0,1.18437
1015660.0,1.22453
1015850.0,1.33172
1015990.0,1.47859
1016100.0,1.71323
1016240.0,2.14698
1016400.0,2.80235
1016640.0,3.94823
1016770.0,4.28337
1016870.0,4.33821
1017040.0,4.28411
1017200.0,4.41567
1017320.0,4.80267
1017430.0,5.43596
1017540.0,6.46842
1017770.0,9.52553
1017840.0,9.87849
1017910.0,9.48382
1018010.0,8.0641
1018150.0,5.8131
1018240.0,4.78073
1018330.0,3.9577
1018440.0,3.31328
1018570.0,2.8424
1018730.0,2.48511
1018950.0,2.21147
1019410.0,1.70081
1019900.0,1.30698
1020060.0,1.21379
1020820.0,0.978939
1021000.0,0.938264
1021680.0,1.08031
1022040.0,1.20631
1022220.0,1.34467
1022320.0,1.50084
1022390.0,1.69912
1022440.0,1.94765
1022470.0,2.27234
1022510.0,2.71273
1022540.0,3.36716
1022580.0,4.4881
1022630.0,5.76191
1022660.0,6.168
1022660.0,6.14995
1022690.0,5.91884
1022740.0,4.87582
1022780.0,3.81531
1022820.0,3.18913
1022860.0,2.73184
1022920.0,2.39574
1022990.0,2.12786
1023120.0,1.89078
1023300.0,1.72143
1023660.0,1.57121
1024020.0,1.47995
1024850.0,1.02125
1025270.0,0.833328
1025410.0,0.808291
1025540.0,0.835482
1025630.0,0.909579
1025690.0,1.0181
1025750.0,1.16354
1025800.0,1.3838
1025850.0,1.63637
1025900.0,2.0309
1025950.0,2.60217
1026010.0,3.45589
1026110.0,5.16935
1026160.0,5.66107
1026190.0,5.73154
1026250.0,5.47364
1026420.0,3.66298
1026490.0,3.14939
1026580.0,2.67431
1026690.0,2.31113
1026830.0,2.07503
1027050.0,1.89601
1027280.0,1.80585
1027520.0,1.78177
1028000.0,1.82482
1029000.0,1.70949
1030000.0,1.84523
1030390.0,1.8108
1030590.0,1.8561
1030700.0,1.98973
1030770.0,2.18488
1030820.0,2.49509
1030880.0,3.00579
1030970.0,4.03691
1031020.0,4.23625
1031020.0,4.23497
1031070.0,4.05652
1031190.0,3.06882
1031270.0,2.67643
1031380.0,2.37875
1031540.0,2.17286
1031740.0,2.09525
1031880.0,2.1639
1031960.0,2.33468
1032010.0,2.58729
1032040.0,2.93387
1032070.0,3.40612
1032090.0,4.09251
1032120.0,5.0921
1032160.0,7.15176
1032180.0,7.6353
1032190.0,7.65584
1032210.0,7.35942
1032230.0,6.31211
1032270.0,4.34421
1032290.0,3.56179
1032310.0,3.014
1032330.0,2.61671
1032360.0,2.31202
1032400.0,2.09849
1032470.0,1.95856
1032630.0,1.89249
1032670.0,1.89162
1034340.0,2.22007
1036170.0,2.7347
1037150.0,3.09127
1038200.0,3.73432
1038490.0,4.10131
1038650.0,4.54615
1038750.0,5.10791
1038820.0,5.85781
1038880.0,6.8854
1038940.0,8.49431
1039010.0,10.6485
1039050.0,11.0496
1039090.0,10.606
1039150.0,8.68166
1039210.0,6.91515
1039260.0,5.84153
1039320.0,5.11754
1039400.0,4.60005
1039520.0,4.24063
1039760.0,4.05126
1039910.0,4.03362
1039950.0,4.03379
1041070.0,3.68258
1041520.0,3.68356
1042100.0,3.63498
1042660.0,3.39992
1042800.0,3.49725
1042860.0,3.75922
1042910.0,4.19264
1043000.0,5.43954
1043030.0,5.57551
1043070.0,5.34035
1043160.0,4.46749
1043240.0,4.07282
1043370.0,3.84263
1043550.0,3.78864
1044000.0,3.89234
1045260.0,3.54182
1048680.0,2.97131
1048700.0,2.97118
1048960.0,2.99722
1049280.0,2.82851
1049420.0,2.90976
1049530.0,3.15266
1049620.0,3.57113
1049720.0,4.25952
1049910.0,6.12808
1049990.0,6.4784
1050020.0,6.49604
1050110.0,6.24508
1050330.0,5.00575
1050470.0,4.54037
1050650.0,4.33686
1050690.0,4.32815
1051000.0,4.51271
1051570.0,4.23516
1051810.0,4.20899
1051960.0,4.21512
1052450.0,4.01187
1052710.0,4.12881
1052890.0,4.47096
1053020.0,4.95397
1053120.0,5.69437
1053240.0,6.91926
1053440.0,9.73247
1053520.0,10.1282
1053590.0,9.74125
1053700.0,8.16523
1053830.0,6.13005
1053920.0,5.05532
1054010.0,4.31337
1054120.0,3.82419
1054270.0,3.46264
1054480.0,3.28166
1054590.0,3.26631
1055000.0,3.39712
1056040.0,2.93766
1057460.0,2.71316
1062830.0,2.31873
1066850.0,2.15373
1070230.0,1.94041
1078160.0,1.53957
1079270.0,1.42887
1080000.0,1.36298
1080510.0,1.38765
1080820.0,1.38369
1080940.0,1.38692
1081030.0,1.36229
1081190.0,1.27345
1081210.0,1.27108
1081310.0,1.31576
1081390.0,1.44569
1081470.0,1.6898
1081560.0,2.13505
1081710.0,2.88974
1081800.0,3.15814
1081870.0,3.21236
1082420.0,2.79108
1082730.0,2.72393
1082970.0,2.74651
1083930.0,2.39361
1085080.0,2.05341
1086440.0,1.88756
1089070.0,1.72609
1091070.0,1.5149
1091670.0,1.35845
1091720.0,1.35626
1091860.0,1.39819
1091940.0,1.49726
1092000.0,1.64898
1092040.0,1.87859
1092080.0,2.22835
1092140.0,2.96015
1092190.0,3.48832
1092230.0,3.63136
1092270.0,3.47753
1092380.0,2.54372
1092440.0,2.22247
1092520.0,1.99555
1092640.0,1.8509
1092840.0,1.79025
1092980.0,1.7968
1093960.0,1.63514
1094000.0,1.63262
1095010.0,1.72861
1095210.0,1.72258
1095480.0,1.76978
1095590.0,1.87885
1095650.0,2.03764
1095690.0,2.2656
1095720.0,2.56724
1095740.0,2.97627
1095760.0,3.60635
1095790.0,4.93712
1095820.0,5.90259
1095840.0,6.18921
1095840.0,6.18829
1095850.0,5.94282
1095880.0,5.1309
1095910.0,3.33826
1095930.0,2.70312
1095950.0,2.26744
1095970.0,1.96873
1095990.0,1.7699
1096020.0,1.63114
1096080.0,1.5247
1096250.0,1.45685
1097620.0,1.27366
1098000.0,1.21554
1099000.0,1.24514
1099620.0,1.15838
1099750.0,1.15612
1100070.0,1.20164
1100350.0,1.33152
1100590.0,1.53939
1100840.0,1.87665
1101200.0,2.43776
1101510.0,2.79438
1101730.0,2.87766
1102500.0,2.61399
1103060.0,2.35714
1103250.0,2.3474
1103550.0,2.41582
1103690.0,2.55881
1103800.0,2.81495
1103870.0,3.19161
1103930.0,3.70115
1103990.0,4.44738
1104120.0,6.70995
1104170.0,7.08643
1104170.0,7.07793
1104230.0,6.78495
1104370.0,4.88782
1104460.0,4.15954
1104560.0,3.63475
1104710.0,3.22661
1104930.0,2.921
1105360.0,2.64975
1107160.0,2.12429
1109070.0,1.82239
1115170.0,1.49418
1118810.0,1.37942
1119000.0,1.37655
1119940.0,1.37892
1121110.0,1.34018
1121400.0,1.2783
1121440.0,1.31609
1121460.0,1.42017
1121480.0,1.59788
1121500.0,1.90003
1121520.0,2.47205
1121550.0,3.23408
1121560.0,3.47954
1121570.0,3.49859
1121590.0,3.35935
1121620.0,2.70247
1121650.0,2.2042
1121670.0,1.92735
1121700.0,1.73866
1121750.0,1.60321
1121860.0,1.50336
1122610.0,1.27208
1123000.0,1.18357
1123890.0,1.27225
1124390.0,1.35287
1124600.0,1.47046
1124740.0,1.64676
1124850.0,1.89386
1124940.0,2.25029
1125050.0,2.87059
1125140.0,3.41223
1125200.0,3.52472
1125260.0,3.38242
1125450.0,2.31234
1125550.0,1.95245
1125660.0,1.70012
1125800.0,1.5076
1126010.0,1.36252
1126360.0,1.25919
1126880.0,1.21486
1126940.0,1.21476
1127000.0,1.21507
1127070.0,1.21495
1127500.0,1.25338
1127770.0,1.35429
1127940.0,1.5034
1128060.0,1.69683
1128150.0,1.94975
1128220.0,2.27128
1128280.0,2.69726
1128340.0,3.32401
1128420.0,4.37867
1128490.0,5.41106
1128540.0,5.6795
1128540.0,5.6784
1128580.0,5.45356
1128650.0,4.58219
1128730.0,3.31258
1128790.0,2.70752
1128830.0,2.33042
1128890.0,1.97819
1128980.0,1.68223
1129080.0,1.47468
1129210.0,1.32417
1129410.0,1.22035
1129710.0,1.17138
1129850.0,1.16746
1130000.0,1.16834
1130650.0,1.13805
1131120.0,1.15663
1132060.0,1.31655
1133140.0,1.6427
1134130.0,2.02127
1135330.0,2.3319
1135800.0,2.56477
1136270.0,2.91354
1136400.0,3.15927
1136530.0,3.59856
1136650.0,4.21265
1136900.0,5.95549
1137000.0,6.21561
1137010.0,6.21666
1137110.0,5.98918
1137390.0,4.398
1137540.0,3.88586
1137710.0,3.61004
1137900.0,3.52584
1137970.0,3.52758
1138500.0,3.39759
1139000.0,3.44129
1140400.0,3.20159
1140940.0,3.17512
1142030.0,3.31498
1143120.0,3.73321
1144880.0,4.67681
1145940.0,5.08313
1147680.0,5.60706
1148550.0,6.17018
1149710.0,7.34246
1150860.0,9.19974
1151250.0,9.47851
1151580.0,9.11157
1152090.0,7.63087
1152610.0,6.02996
1153340.0,4.53201
1153840.0,3.80588
1154500.0,3.19225
1155150.0,2.79516
1156310.0,2.42893
1158000.0,2.09793
1158940.0,2.17407
1159040.0,2.28344
1159090.0,2.47185
1159120.0,2.73383
1159150.0,3.15781
1159170.0,3.83037
1159230.0,5.56023
1159260.0,5.94197
1159260.0,5.92454
1159290.0,5.68743
1159370.0,4.05496
1159400.0,3.52039
1159450.0,3.12177
1159530.0,2.83418
1159660.0,2.63418
1159920.0,2.50712
1160500.0,2.45323
1161860.0,2.54809
1162760.0,2.8041
1163540.0,3.21052
1164380.0,3.95465
1164750.0,4.53308
1165310.0,5.90394
1165890.0,7.74049
1166220.0,8.31678
1166250.0,8.32141
1166510.0,7.97378
1167380.0,5.27156
1167750.0,4.52197
1168480.0,3.49634
1169060.0,2.951
1169900.0,2.46657
1170900.0,2.18515
1172160.0,2.01823
1172740.0,1.83796
1172790.0,1.81732
1172830.0,1.86716
1172850.0,2.03128
1172890.0,2.43303
1172920.0,2.79162
1172940.0,2.85666
1172960.0,2.73866
1173010.0,2.26319
1173060.0,2.08693
1173160.0,1.97179
1173550.0,1.87537
1175080.0,1.69213
1175970.0,1.69645
1177950.0,1.59768
1179060.0,1.46837
1180080.0,1.51984
1180240.0,1.60737
1180320.0,1.73914
1180370.0,1.93988
1180410.0,2.18939
1180440.0,2.54468
1180470.0,3.08551
1180510.0,4.0911
1180550.0,5.22269
1180580.0,5.58213
1180590.0,5.60178
1180620.0,5.37557
1180710.0,3.66988
1180750.0,3.13168
1180800.0,2.73895
1180870.0,2.43517
1180990.0,2.21327
1181190.0,2.04472
1181600.0,1.94199
1183070.0,1.84477
1183430.0,1.68622
1183470.0,1.73018
1183490.0,1.86402
1183510.0,2.11746
1183530.0,2.57425
1183570.0,3.4606
1183590.0,3.69573
1183590.0,3.68575
1183610.0,3.54607
1183670.0,2.54114
1183690.0,2.24289
1183730.0,2.04909
1183800.0,1.90158
1184000.0,1.76373
1184860.0,1.6031
1185770.0,1.56871
1185960.0,1.60727
1186030.0,1.71203
1186080.0,1.8859
1186110.0,2.16509
1186150.0,2.6578
1186200.0,3.37806
1186230.0,3.55963
1186240.0,3.56436
1186270.0,3.41283
1186360.0,2.62807
1186420.0,2.33147
1186500.0,2.11952
1186630.0,1.96978
1186940.0,1.88359
1189160.0,1.6157
1194970.0,1.50157
1197000.0,1.61826
1198530.0,1.98451
1198830.0,2.17104
1199190.0,2.52277
1199320.0,2.81029
1199440.0,3.23638
1199570.0,4.03298
1199730.0,4.97775
1199810.0,5.17492
1199890.0,4.97947
1200170.0,3.21651
1200280.0,2.6885
1200390.0,2.33158
1200520.0,2.07988
1200690.0,1.92487
1200880.0,1.88269
1200960.0,1.88697
1201180.0,1.77978
1201560.0,1.63384
1201670.0,1.62113
1201810.0,1.66986
1201890.0,1.78943
1201950.0,1.98538
1202000.0,2.26399
1202030.0,2.64591
1202070.0,3.18121
1202120.0,4.2493
1202170.0,5.30557
1202200.0,5.64291
1202210.0,5.65741
1202250.0,5.41727
1202360.0,3.69327
1202410.0,3.14108
1202470.0,2.71035
1202560.0,2.36608
1202680.0,2.10351
1202870.0,1.89469
1203460.0,1.51723
1204000.0,1.26148
1205860.0,1.15388
1206310.0,1.17581
1206530.0,1.25437
1206690.0,1.39305
1206830.0,1.60304
1206950.0,1.9127
1207070.0,2.39793
1207250.0,3.12641
1207350.0,3.34053
1207380.0,3.35709
1207500.0,3.23002
1207840.0,2.50249
1208050.0,2.21622
1208350.0,2.01247
1208770.0,1.91324
1209160.0,1.8556
1210180.0,1.66001
