27-Co-59(n,&gamma;) ENDF/B-VII.1
40183.2,0.00209024
40204.9,0.00255037
40223.6,0.0031099
40239.3,0.00377101
40253.8,0.00462157
40266.6,0.00566166
40278.4,0.00701453
40289.4,0.0087855
40298.9,0.0109513
40307.5,0.0137308
40314.6,0.0169502
40321.3,0.0211481
40327.2,0.0263695
40332.7,0.033149
40337.4,0.0413566
40341.4,0.0508584
40345.1,0.0625071
40348.7,0.0783511
40352.3,0.0997145
40355.4,0.124916
40358.8,0.161373
40363.1,0.221143
40370.8,0.34217
40374.3,0.375361
40376.2,0.380545
40379.8,0.364451
40383.7,0.316356
40391.7,0.188713
40395.4,0.142793
40398.8,0.11152
40402.1,0.088229
40405.7,0.0699976
40409.2,0.0566282
40413.4,0.0452394
40418.1,0.0359251
40423.4,0.0285859
40428.7,0.0232273
40435.1,0.0186065
40442.4,0.0148306
40450.7,0.011818
40459.0,0.00966284
40468.8,0.00782356
40479.2,0.00641323
40492.3,0.00514914
40506.5,0.00418154
40521.2,0.00346926
40538.8,0.00286008
40559.9,0.00235615
40583.6,0.00196774
40607.3,0.00170437
40637.0,0.00149359
40666.7,0.00138521
40684.5,0.00137026
40702.2,0.00140616
40720.0,0.00152494
40731.9,0.00168365
40742.8,0.00193929
40750.1,0.00221681
40755.5,0.00251875
40761.8,0.00303133
40766.8,0.00365107
40771.0,0.00441853
40774.3,0.00531381
40777.3,0.00647836
40779.4,0.00768843
40781.1,0.00906837
40782.7,0.0109815
40784.0,0.0132375
40785.1,0.016071
40786.1,0.0194589
40787.1,0.0241145
40788.0,0.0303193
40788.9,0.0387585
40789.9,0.0501425
40790.8,0.0643251
40791.7,0.0845566
40792.7,0.110798
40793.8,0.148252
40794.9,0.197673
40796.2,0.272712
40798.1,0.398391
40802.3,0.724302
40804.2,0.822994
40806.0,0.856754
40807.8,0.823129
40809.8,0.718873
40814.8,0.333449
40816.4,0.236351
40817.7,0.170344
40818.9,0.12518
40819.8,0.0955292
40820.8,0.0727272
40821.8,0.0553405
40822.7,0.0423206
40823.7,0.0327094
40824.6,0.0258543
40825.6,0.0208289
40826.7,0.0167034
40827.8,0.0135428
40829.2,0.0111299
40830.5,0.00944985
40832.3,0.00779774
40834.5,0.00650389
40837.1,0.00542187
40840.3,0.00450945
40844.0,0.00374266
40848.4,0.00311901
40853.5,0.002614
40859.6,0.00220187
40866.9,0.00186556
40876.3,0.00157695
40886.5,0.00137458
40900.0,0.00120097
40920.3,0.00105147
40940.6,9.63223E-4
40981.2,8.78946E-4
41035.4,8.49221E-4
41089.6,8.72832E-4
41157.2,9.63037E-4
41211.4,0.0010963
41258.8,0.0012821
41299.4,0.00152474
41333.2,0.00182325
41360.3,0.00215883
41387.4,0.00263834
41411.8,0.0032638
41430.7,0.00395274
41449.7,0.00492436
41465.5,0.00607272
41480.1,0.00757209
41492.8,0.00940065
41503.7,0.0116065
41513.7,0.0143815
41522.5,0.0177901
41530.6,0.0221497
41538.1,0.0278159
41544.5,0.0343664
41550.8,0.0434327
41556.2,0.0541941
41561.2,0.0676173
41566.2,0.0863551
41571.3,0.111979
41576.4,0.146013
41588.5,0.246452
41593.4,0.271728
41596.1,0.275243
41599.3,0.268767
41604.4,0.238838
41616.2,0.140852
41621.2,0.108372
41626.3,0.0836864
41631.3,0.0656605
41636.7,0.0517416
41642.2,0.041625
41648.3,0.0333239
41654.6,0.0270412
41662.0,0.021656
41670.1,0.0174257
41678.7,0.0141819
41688.6,0.0114548
41699.7,0.00926318
41712.3,0.00746595
41727.2,0.00596971
41743.0,0.0048412
41761.1,0.00392271
41780.0,0.00323192
41804.4,0.00260385
41831.5,0.00212116
41861.3,0.00175291
41895.1,0.00145765
41935.7,0.00121315
41983.1,0.00102003
42037.3,8.71534E-4
42105.0,7.49467E-4
42172.7,6.6931E-4
42281.0,5.9005E-4
42425.4,5.35519E-4
42569.8,5.14849E-4
42605.9,5.14157E-4
42714.2,5.2757E-4
42786.4,5.65396E-4
42829.3,6.21819E-4
42856.4,6.96364E-4
42876.7,7.9887E-4
42888.6,8.97498E-4
42900.5,0.00105269
42908.4,0.00121092
42915.7,0.00142842
42922.0,0.00170634
42927.3,0.00204722
42931.5,0.00243892
42935.0,0.00289663
42938.3,0.00349963
42941.1,0.00424578
42943.4,0.00516156
42945.3,0.00625664
42946.7,0.00745936
42947.9,0.00895907
42949.1,0.0111143
42950.2,0.013829
42951.2,0.0174136
42952.2,0.0223686
42953.1,0.0280638
42954.0,0.0354725
42954.9,0.0457918
42955.9,0.0599351
42957.0,0.0800951
42958.1,0.106424
42959.4,0.145404
42961.0,0.205417
42964.0,0.338742
42966.4,0.444661
42968.3,0.500401
42970.1,0.519426
42971.7,0.503823
42973.6,0.4476
42976.6,0.316015
42979.1,0.20484
42980.7,0.14417
42982.1,0.103932
42983.3,0.0772989
42984.3,0.0584246
42985.3,0.0447733
42986.2,0.0347457
42987.2,0.0270858
42988.1,0.0213078
42989.1,0.016646
42990.1,0.0132755
42991.2,0.0108384
42992.2,0.00906364
42993.5,0.00738416
42995.0,0.00618418
42996.6,0.00522602
42998.6,0.0043879
43001.0,0.00369523
43004.0,0.00309322
43007.5,0.00258064
43011.7,0.0021487
43016.6,0.00179837
43022.3,0.00151624
43029.3,0.00128174
43037.7,0.0010948
43047.7,9.48377E-4
43059.9,8.34373E-4
43075.0,7.45216E-4
43093.2,6.79895E-4
43118.1,6.29602E-4
43159.5,5.87046E-4
43203.4,5.67787E-4
43291.3,5.60476E-4
43484.1,5.98366E-4
43599.8,6.49657E-4
43678.8,7.27453E-4
43716.2,8.03404E-4
43740.0,8.93893E-4
43757.9,0.00101411
43770.9,0.00116168
43781.5,0.00135744
43788.6,0.00155828
43795.7,0.00186087
43801.0,0.00220425
43805.4,0.00262312
43809.4,0.00319197
43812.6,0.00385279
43815.1,0.00462571
43817.1,0.00553788
43818.7,0.00663461
43820.1,0.00807754
43821.2,0.00983391
43822.3,0.0122186
43823.3,0.0150829
43824.2,0.0190051
43825.1,0.0243547
43826.0,0.0315897
43826.9,0.040736
43827.8,0.0526297
43828.8,0.0700265
43829.8,0.0936169
43831.0,0.127209
43832.2,0.17311
43833.7,0.242626
43836.0,0.371434
43839.2,0.556229
43841.1,0.634971
43843.0,0.66345
43843.1,0.663472
43844.8,0.639238
43846.7,0.569044
43849.7,0.395771
43852.2,0.25012
43853.8,0.178095
43855.0,0.131208
43856.2,0.0967493
43857.2,0.072468
43858.2,0.0545102
43859.1,0.0421996
43860.0,0.0327152
43860.9,0.0251969
43861.8,0.0196314
43862.7,0.0155472
43863.7,0.0125639
43864.7,0.0101239
43865.8,0.00840452
43867.0,0.00700219
43868.4,0.00590246
43870.4,0.00489543
43872.5,0.0041593
43875.1,0.0035178
43878.3,0.00297704
43882.3,0.00250495
43887.0,0.00211654
43892.8,0.00179814
43900.0,0.00153754
43909.1,0.00133154
43920.0,0.00117602
43935.1,0.00105345
43950.3,9.80807E-4
43980.6,9.11274E-4
44032.5,8.81828E-4
44153.7,9.38029E-4
44292.2,0.00108158
44413.3,0.00127251
44517.2,0.00150706
44603.8,0.00178027
44690.3,0.00217044
44770.0,0.00269233
44832.3,0.00328783
44887.7,0.00404508
44936.2,0.0049917
44976.0,0.00608569
45012.3,0.00747176
45046.1,0.00928683
45074.7,0.0114425
45100.6,0.0141939
45122.3,0.017411
45141.7,0.0214945
45156.9,0.0259618
45171.6,0.0321276
45183.7,0.0394169
45194.9,0.0488556
45207.1,0.0630739
45223.6,0.0851734
45232.2,0.0917891
45235.3,0.0923888
45241.5,0.0905294
45252.4,0.0798222
45269.3,0.0597524
45282.0,0.0486641
45294.9,0.0408406
45312.4,0.0336285
45335.7,0.02706
45359.0,0.0222932
45385.9,0.0181995
45418.0,0.0147056
45452.3,0.0121556
45484.7,0.0105566
45517.0,0.00951926
45555.9,0.0088224
45596.9,0.00858935
45644.5,0.00887845
45691.0,0.00973449
45737.6,0.0112593
45778.4,0.0133017
45819.1,0.0162206
45861.8,0.0204737
45911.5,0.0270923
45964.2,0.0347253
45995.3,0.0377249
46016.7,0.0383887
46041.8,0.0374542
46082.2,0.0328631
46159.8,0.0214138
46204.0,0.016415
46242.1,0.0132255
46277.0,0.0110739
46300.3,0.0100577
46317.7,0.00962697
46323.6,0.00962508
46332.6,0.00996223
46338.1,0.0106401
46340.8,0.011383
46342.7,0.0122669
46344.5,0.0138065
46345.8,0.0157445
46347.0,0.0182024
46348.1,0.0218011
46349.2,0.0270151
46350.3,0.0335825
46351.3,0.0424603
46352.3,0.0542189
46353.4,0.0707276
46354.6,0.0943744
46356.0,0.128524
46357.7,0.181828
46360.7,0.297398
46363.3,0.395612
46365.1,0.443334
46367.0,0.460981
46368.9,0.44298
46370.8,0.392044
46374.2,0.262509
46376.7,0.17014
46378.3,0.12032
46379.6,0.0893831
46380.8,0.0662821
46381.9,0.0507601
46383.0,0.0389904
46384.1,0.0302814
46385.1,0.0239696
46386.2,0.0194729
46387.3,0.0163849
46388.6,0.0137988
46390.0,0.0119057
46391.5,0.0107008
46393.7,0.00959072
46397.4,0.0085628
46404.1,0.00757875
46412.7,0.00687246
46426.6,0.00621519
46451.1,0.00553897
46483.1,0.00503192
46505.7,0.0049085
46518.9,0.00503855
46526.4,0.00528726
46532.7,0.00573026
46537.3,0.00637964
46540.1,0.00716939
46541.9,0.00804807
46543.3,0.00918546
46544.5,0.0107238
46545.6,0.0126688
46546.6,0.0154594
46547.5,0.018673
46548.4,0.0229537
46549.3,0.0285927
46550.2,0.0359229
46551.2,0.04746
46552.3,0.0625979
46553.4,0.0831401
46554.7,0.113454
46556.2,0.158615
46558.4,0.239356
46562.0,0.374578
46564.0,0.428533
46565.9,0.448253
46566.0,0.44834
46567.7,0.433807
46569.5,0.391941
46572.3,0.290335
46575.2,0.17858
46576.8,0.12764
46578.1,0.0943609
46579.3,0.0703431
46580.3,0.0534105
46581.3,0.0411996
46582.3,0.0318869
46583.2,0.0248433
46584.2,0.0196051
46585.2,0.0157654
46586.3,0.0127232
46587.4,0.0106098
46588.7,0.00887218
46590.0,0.00774569
46591.6,0.00687289
46593.7,0.00614969
46596.9,0.00550194
46602.2,0.00488392
46610.5,0.00436188
46622.9,0.00396112
46641.5,0.00366468
46670.4,0.00347711
46686.9,0.00345064
46719.9,0.00357563
46742.5,0.00387215
46759.8,0.00433224
46774.3,0.00501992
46784.0,0.00578104
46792.3,0.0067636
46799.2,0.00798649
46804.9,0.00948852
46809.9,0.0113432
46814.6,0.0138903
46818.4,0.0169526
46821.6,0.0205457
46824.5,0.0252055
46827.0,0.0308594
46829.2,0.0378572
46831.2,0.0468835
46833.3,0.0592433
46835.2,0.0747501
46837.4,0.0982781
46839.8,0.130814
46843.4,0.194448
46847.6,0.267309
46850.0,0.293914
46852.0,0.301078
46854.5,0.289558
46857.3,0.253211
46863.9,0.135576
46866.2,0.102045
46868.4,0.0779212
46870.5,0.060153
46872.4,0.0486305
46874.6,0.0387212
46876.8,0.0312803
46879.5,0.0251552
46882.3,0.020632
46885.6,0.0168613
46889.4,0.0138028
46893.6,0.0115067
46898.5,0.00957177
46903.9,0.0081022
46911.3,0.0067162
46920.0,0.00565985
46931.0,0.00480503
46942.4,0.00424786
46956.7,0.00380817
46974.7,0.00348102
47007.6,0.00324082
47020.7,0.00322162
47058.4,0.0033552
47094.9,0.00373793
47124.8,0.00430043
47148.8,0.00499806
47172.1,0.00601437
47190.9,0.00721799
47207.1,0.00869127
47222.3,0.0106645
47234.9,0.012954
47246.6,0.0159165
47257.3,0.0197534
47267.2,0.0247157
47275.6,0.0305946
47283.7,0.0384795
47290.8,0.048225
47297.3,0.0601565
47303.3,0.0750561
47309.4,0.0955689
47316.0,0.124068
47330.9,0.200483
47335.6,0.21599
47339.4,0.220067
47342.8,0.216801
47349.1,0.195954
47365.2,0.113175
47371.9,0.0866166
47377.9,0.0688261
47384.6,0.0540093
47391.3,0.0432112
47398.5,0.034776
47406.4,0.0279859
47414.8,0.0227528
47424.7,0.0182843
47435.5,0.0147872
47446.7,0.0121445
47459.2,0.00998341
47473.6,0.00819029
47489.8,0.0067345
47508.6,0.00552551
47529.2,0.00457896
47553.2,0.00379928
47583.1,0.00312487
47614.2,0.00264466
47650.1,0.00227683
47673.7,0.00213986
47683.0,0.00213499
47694.8,0.00222557
47699.7,0.0023689
47701.6,0.00251143
47703.1,0.00271166
47704.6,0.00307587
47705.8,0.0036067
47706.8,0.00427548
47707.6,0.00512409
47708.5,0.00631322
47709.4,0.00795921
47710.2,0.010204
47711.1,0.0132187
47711.9,0.0171988
47712.8,0.0223624
47713.8,0.0300055
47714.8,0.0404201
47715.9,0.0548442
47717.2,0.0752937
47718.7,0.106312
47721.3,0.169877
47724.3,0.240332
47726.1,0.271109
47728.0,0.281978
47729.7,0.272929
47731.4,0.247543
47733.9,0.189428
47737.1,0.110944
47738.6,0.0788506
47739.9,0.0568561
47741.1,0.0412385
47742.2,0.0304321
47743.1,0.0230663
47744.0,0.0173642
47744.8,0.0135855
47745.6,0.0106503
47746.4,0.00840249
47747.2,0.0067037
47748.0,0.00543534
47748.9,0.00436859
47749.8,0.00362822
47750.6,0.00315778
47751.9,0.00269856
47753.4,0.00236813
47755.3,0.00215518
47759.0,0.00195454
47765.2,0.0017959
47775.1,0.00165935
47790.0,0.00154512
47822.8,0.00140302
47877.4,0.0012644
47926.0,0.00120669
47943.6,0.00124779
47949.1,0.00131602
47951.4,0.00140183
47953.0,0.00154465
47954.1,0.0017171
47955.2,0.00199629
47956.2,0.00237492
47957.0,0.00284339
47957.8,0.00349334
47958.7,0.00438242
47959.5,0.00558054
47960.3,0.00716964
47961.1,0.00924255
47962.1,0.0122007
47963.0,0.0162661
47964.1,0.0220266
47965.2,0.0300484
47966.5,0.040922
47968.2,0.0587402
47973.1,0.119891
47975.1,0.137253
47977.0,0.143108
47977.0,0.143107
47978.7,0.13821
47980.6,0.122822
47983.6,0.0867478
47986.3,0.0534816
47987.9,0.0374586
47989.1,0.0271945
47990.2,0.0200786
47991.3,0.0148691
47992.3,0.0110669
47993.2,0.00839709
47994.1,0.00637062
47994.9,0.00498187
47995.6,0.00402824
47996.4,0.00322975
47997.2,0.00264535
47998.0,0.00222308
47999.0,0.00187245
48000.2,0.00161108
48001.5,0.00143448
48003.4,0.00129985
48006.7,0.00121118
48011.9,0.00115512
48029.0,0.00108156
48080.2,0.00100759
48232.4,9.13479E-4
48515.7,8.61218E-4
48569.6,8.59724E-4
48893.4,9.06974E-4
49130.8,9.99721E-4
49297.0,0.00111446
49377.7,0.0012169
49418.1,0.00133325
49434.2,0.0014414
49443.4,0.00155637
49451.0,0.00172999
49455.5,0.00191703
49458.5,0.00213252
49460.7,0.00243526
49462.2,0.00279762
49463.3,0.00323066
49464.4,0.00389127
49465.4,0.00470345
49466.3,0.00585831
49467.1,0.00729888
49468.0,0.00924471
49468.8,0.0118437
49469.6,0.0152704
49470.5,0.0197264
49471.4,0.0261549
49472.3,0.0344495
49473.3,0.0461112
49474.5,0.0622997
49475.8,0.08696
49477.4,0.123023
49479.7,0.190017
49482.7,0.27752
49484.9,0.322814
49486.8,0.33958
49487.0,0.339774
49488.8,0.327683
49490.9,0.286992
49494.5,0.184749
49496.8,0.120481
49498.3,0.0856799
49499.5,0.0631199
49500.7,0.0467788
49501.7,0.0349887
49502.6,0.0265952
49503.5,0.0200841
49504.4,0.0155665
49505.2,0.0120895
49506.0,0.00945156
49506.9,0.00749693
49507.7,0.00607598
49508.6,0.0048744
49509.5,0.00403309
49510.6,0.00337896
49511.7,0.00294508
49513.0,0.00259699
49514.6,0.00234366
49517.3,0.00211003
49521.6,0.00191777
49527.3,0.00178014
49538.2,0.00166074
49552.7,0.00161634
49574.4,0.00165301
49601.2,0.00180969
49616.6,0.00197844
49631.9,0.00226084
49643.1,0.00260617
49652.1,0.00305967
49658.2,0.00352044
49664.2,0.00420827
49668.7,0.00498065
49672.5,0.00591595
49676.0,0.00718468
49678.7,0.00866157
49680.8,0.010384
49682.6,0.0124349
49684.5,0.0153868
49686.1,0.0192312
49687.5,0.0240369
49688.8,0.0297136
49690.1,0.0377875
49691.5,0.048438
49693.0,0.0640906
49694.6,0.0848442
49696.4,0.114531
49699.5,0.178042
49702.7,0.2413
49704.9,0.272208
49707.0,0.282748
49709.1,0.272293
49711.5,0.238903
49717.5,0.115667
49719.5,0.082898
49721.1,0.0627462
49722.6,0.0478287
49724.0,0.0367364
49725.4,0.0289432
49726.7,0.023137
49728.2,0.0184428
49729.7,0.015141
49731.2,0.0127393
49732.9,0.0107452
49735.0,0.00898357
49737.6,0.00746598
49740.9,0.00619043
49744.9,0.00516744
49749.8,0.00433426
49755.1,0.0037332
49762.5,0.00318567
49769.1,0.00286367
49779.0,0.00254982
49795.0,0.0022696
49813.1,0.00211155
49837.2,0.0020207
49861.3,0.00199614
49909.6,0.00203973
49994.0,0.0022644
50068.7,0.0025896
50147.5,0.00312261
50199.0,0.00363678
50250.5,0.00436314
50289.1,0.00519337
50324.8,0.00636402
50340.8,0.00722084
50348.9,0.00796846
50351.9,0.00851362
50353.9,0.0091499
50355.7,0.0102517
50357.1,0.0116755
50358.2,0.0135048
50359.4,0.0161945
50360.5,0.0199897
50361.6,0.0248161
50362.6,0.0312725
50363.7,0.0406754
50364.9,0.0529186
50366.1,0.0699202
50367.6,0.0961222
50369.7,0.140467
50373.8,0.237004
50376.0,0.271699
50377.9,0.283867
50378.0,0.283888
50379.8,0.274406
50381.8,0.245148
50385.0,0.17276
50387.7,0.110223
50389.4,0.0791314
50390.8,0.0587371
50392.1,0.0445962
50393.2,0.0350311
50394.3,0.027869
50395.5,0.0224334
50396.7,0.0184695
50397.8,0.0161901
50398.9,0.0146527
50400.4,0.0133933
50402.4,0.0125415
50405.7,0.0121723
50411.1,0.0123811
50427.2,0.0141881
50443.3,0.0169906
50458.6,0.0207556
50474.0,0.0260326
50488.4,0.0329591
50502.6,0.0423219
50517.3,0.0553033
50544.2,0.0824521
50555.7,0.0885659
50559.1,0.0889858
50569.3,0.0861209
50581.8,0.0760776
50608.2,0.0493857
50622.6,0.0383048
50636.1,0.0306638
50649.5,0.0250672
50664.6,0.0205464
50680.3,0.0171872
50698.8,0.014402
50721.3,0.0121507
50746.9,0.0105059
50778.9,0.00929631
50817.3,0.00861
50843.0,0.00848673
50875.0,0.0087328
50894.2,0.00926251
50907.7,0.010066
50916.6,0.0110805
50923.3,0.012467
50927.8,0.0140742
50931.4,0.0162332
50933.3,0.0181177
50935.2,0.0209645
50936.8,0.0245733
50938.4,0.0299964
50939.8,0.0372165
50941.1,0.0462701
50942.4,0.058626
50943.7,0.0751603
50945.0,0.0967328
50946.4,0.128154
50948.2,0.176426
50950.4,0.252815
50954.6,0.408555
50956.8,0.46586
50959.0,0.485894
50959.0,0.485892
50961.1,0.467315
50963.1,0.41599
50967.2,0.26962
50969.6,0.182885
50971.4,0.134359
50972.8,0.101162
50974.2,0.0777495
50975.4,0.061088
50976.7,0.0478529
50978.1,0.0382487
50979.4,0.0313885
50980.9,0.0258663
50982.5,0.0220863
50984.4,0.0191008
50986.9,0.0167794
50989.7,0.0150683
50993.6,0.0136706
50999.9,0.0123761
51007.4,0.0115909
51017.4,0.0111052
51032.8,0.0109042
51069.6,0.0113945
51120.3,0.0129491
51174.2,0.0154024
51216.8,0.0181204
51232.9,0.0196982
51238.2,0.0209366
51240.9,0.0226715
51242.9,0.0255048
51244.3,0.0291497
51245.7,0.0345495
51246.9,0.0412826
51248.1,0.0505429
51249.2,0.0628888
51250.6,0.0810711
51252.2,0.110029
51254.2,0.157057
51258.9,0.278703
51261.2,0.317956
51263.0,0.328356
51264.8,0.31762
51266.7,0.287024
51269.8,0.210418
51272.7,0.136879
51274.3,0.102599
51275.7,0.079217
51277.1,0.0613431
51278.3,0.0502251
51279.5,0.0420012
51280.9,0.0351713
51282.3,0.0308022
51283.7,0.0281292
51285.5,0.026213
51288.9,0.0250526
51292.3,0.0249135
51319.2,0.0270086
51387.6,0.0354396
51479.3,0.0473219
51528.3,0.0505094
51541.2,0.0506639
51587.0,0.0487798
51646.6,0.0420688
51750.9,0.0281313
51815.7,0.0215055
51875.9,0.0169453
51936.1,0.0136079
52004.9,0.0108609
52065.0,0.0091155
52133.8,0.00764552
52219.8,0.0063528
52305.8,0.00547782
52391.7,0.00489962
52494.9,0.00450851
52575.2,0.00441089
52655.4,0.00451861
52724.2,0.00483732
52781.5,0.00536245
52824.5,0.00599981
52867.5,0.00697132
52904.3,0.00831174
52930.5,0.00973121
52953.1,0.011499
52974.6,0.0139049
52993.3,0.0169513
53008.9,0.0205611
53022.8,0.0250316
53035.3,0.0306464
53046.9,0.0378905
53057.6,0.0471809
53067.9,0.0595755
53076.8,0.0743059
53086.4,0.0953673
53097.6,0.128389
53112.1,0.176815
53119.3,0.194131
53126.4,0.200326
53132.7,0.194818
53142.1,0.171033
53160.7,0.109968
53170.2,0.0855899
53180.0,0.0666927
53189.4,0.0535002
53200.1,0.0425954
53210.9,0.0347672
53223.4,0.0282293
53237.7,0.0229965
53253.3,0.0190216
53271.2,0.0158899
53293.5,0.0132823
53318.1,0.0114363
53344.9,0.0101578
53376.6,0.00926641
53419.5,0.00872875
53437.3,0.00867234
53474.9,0.00888174
53499.9,0.00939885
53518.6,0.01033
53528.0,0.0113649
53534.3,0.0126889
53538.2,0.014249
53540.5,0.0159311
53542.4,0.0183461
53543.9,0.0215465
53545.3,0.0259121
53546.5,0.0314226
53547.6,0.0392591
53548.6,0.0481658
53549.5,0.0598439
53550.6,0.0756632
53551.7,0.099005
53552.8,0.129192
53554.1,0.173264
53555.6,0.236029
53557.5,0.340665
53562.7,0.661831
53564.8,0.753379
53566.8,0.7896
53567.0,0.789957
53568.9,0.764274
53571.0,0.679636
53574.2,0.484573
53577.1,0.306963
53578.7,0.220981
53580.1,0.165483
53581.3,0.126643
53582.5,0.0961387
53583.6,0.0728781
53584.7,0.0577615
53585.7,0.0458497
53586.8,0.0370421
53587.8,0.0306186
53589.1,0.0252232
53590.2,0.0221073
53591.4,0.0195013
53593.1,0.0172675
53595.7,0.0153667
53599.4,0.0139368
53605.5,0.0127992
53613.6,0.0121241
53629.8,0.0117728
53665.0,0.0123629
53716.4,0.0142802
53773.2,0.0174544
53830.0,0.0219116
53886.2,0.0278514
54022.6,0.0458605
54069.3,0.0489623
54081.0,0.0491034
54119.9,0.0476204
54176.2,0.0413637
54274.7,0.0277074
54335.8,0.0210894
54392.6,0.0165066
54449.4,0.0131334
54506.2,0.0106375
54571.1,0.00854214
54636.0,0.00700482
54717.2,0.00560968
54798.3,0.00460578
54895.7,0.00373746
55009.3,0.00302467
55128.3,0.00249949
55279.8,0.00203862
55409.6,0.00176427
55582.8,0.00151898
55765.5,0.00136661
55896.4,0.00132987
56022.9,0.00137493
56110.5,0.00148807
56183.5,0.0016828
56227.3,0.00187843
56271.1,0.00217543
56307.6,0.0025478
56344.1,0.00310404
56373.3,0.00375559
56402.5,0.00468261
56431.7,0.00598534
56465.7,0.00802295
56494.0,0.00981085
56513.4,0.0106628
56528.2,0.0108813
56540.7,0.010726
56565.0,0.00966928
56618.5,0.00633867
56646.8,0.00501697
56667.9,0.00430055
56692.0,0.00377338
56706.9,0.00365455
56717.0,0.00376216
56722.9,0.00397264
56726.8,0.00423869
56730.8,0.00472221
56733.8,0.00541551
56735.7,0.00622965
56737.5,0.00738378
56739.0,0.00891558
56740.2,0.0107672
56741.4,0.0133986
56742.6,0.0166627
56743.7,0.0209876
56744.9,0.0266166
56746.2,0.0351519
56747.7,0.0475379
56749.3,0.0645431
56751.5,0.0939212
56756.3,0.166382
56758.6,0.192278
56760.8,0.201747
56761.0,0.201838
56762.9,0.195394
56764.9,0.17732
56768.1,0.131712
56771.4,0.0817956
56773.2,0.0583792
56774.7,0.0434588
56776.2,0.032311
56777.4,0.0247805
56778.7,0.0190287
56779.9,0.0147364
56781.2,0.0115951
56782.4,0.00938382
56783.5,0.00786681
56784.9,0.00652218
56786.6,0.00545152
56788.3,0.00474899
56790.6,0.0041378
56793.6,0.00362979
56797.6,0.00319845
56802.6,0.00284798
56809.4,0.00253593
56820.8,0.00221966
56838.5,0.00194008
56865.8,0.00169343
56906.8,0.0014771
56942.6,0.00135691
57008.8,0.00120752
57078.8,0.00111177
57183.8,0.00103887
57251.7,0.00101995
57317.6,0.00103926
57357.5,0.00110211
57377.0,0.00119766
57386.2,0.00129329
57393.9,0.00143675
57398.4,0.00157784
57402.1,0.00176505
57404.3,0.00194664
57406.5,0.00224703
57408.0,0.00259557
57409.4,0.00306573
57410.4,0.00361725
57411.5,0.00439707
57412.6,0.00549625
57413.5,0.00681224
57414.5,0.00856024
57415.4,0.0108557
57416.4,0.0140724
57417.4,0.0184833
57418.5,0.024163
57419.7,0.0324687
57421.0,0.043928
57422.6,0.0617696
57424.6,0.0894886
57429.4,0.163911
57431.7,0.189746
57433.8,0.199173
57434.0,0.199278
57436.1,0.191454
57438.3,0.168367
57442.4,0.105406
57444.7,0.0700599
57446.4,0.0498689
57447.8,0.0363563
57449.0,0.0274422
57450.2,0.0204549
57451.2,0.0158003
57452.2,0.0121838
57453.2,0.0094235
57454.2,0.00735052
57455.2,0.00581518
57456.2,0.00469117
57457.2,0.00387517
57458.4,0.00320425
57459.7,0.00269132
57461.4,0.00228782
57463.1,0.00203717
57465.1,0.00184425
57468.9,0.00162769
57474.5,0.00144734
57480.2,0.00134111
57493.5,0.00121262
57515.5,0.00113134
57557.6,0.00109844
57646.4,0.00114916
57728.4,0.00126941
57796.7,0.00145466
57844.6,0.00168192
57878.7,0.00194625
57906.0,0.00227877
57926.5,0.002656
57943.6,0.00311585
57959.8,0.00376171
57972.7,0.0045115
57983.8,0.00544839
57992.7,0.00652447
58001.7,0.00806311
58008.9,0.00982916
58015.0,0.0119499
58020.8,0.0147697
58025.6,0.0180351
58030.0,0.0222851
58033.6,0.0270612
58037.2,0.0337396
58040.2,0.0415758
58042.8,0.0508079
58045.4,0.0639639
58047.8,0.0803408
58050.1,0.101613
58052.5,0.130869
58055.1,0.17163
58058.4,0.238736
58064.1,0.365137
58067.0,0.41235
58069.9,0.430249
58070.0,0.430288
58072.9,0.41378
58075.7,0.368926
58083.7,0.195551
58086.6,0.143879
58089.0,0.111588
58091.5,0.0859983
58093.9,0.0681556
58096.4,0.0546217
58098.9,0.0444036
58101.9,0.035799
58105.4,0.0288274
58108.9,0.023606
58113.0,0.0193101
58117.8,0.0157305
58122.9,0.0129835
58129.1,0.0106272
58136.3,0.00869552
58144.5,0.00715847
58153.7,0.00595806
58162.9,0.00511073
58176.6,0.0042516
58193.0,0.00358995
58213.0,0.00309522
58232.2,0.00281616
58251.5,0.00267638
58257.9,0.00266468
58270.2,0.00273512
58276.5,0.00289603
58279.7,0.00312743
58281.3,0.00336933
58282.9,0.00379601
58284.2,0.00439783
58285.3,0.00513477
58286.3,0.00620302
58287.4,0.00773023
58288.3,0.00956923
58289.3,0.0120125
58290.2,0.0152097
58291.2,0.0199975
58292.3,0.0262425
58293.5,0.0353231
58294.7,0.0472036
58296.3,0.0660045
58298.1,0.0942089
58303.7,0.195344
58305.8,0.222002
58307.9,0.23202
58308.0,0.23204
58310.0,0.223944
58311.9,0.201785
58315.0,0.148112
58318.2,0.0893389
58319.9,0.0635286
58321.4,0.0462219
58322.7,0.0338672
58323.8,0.0251489
58324.9,0.019002
58325.9,0.0147073
58326.9,0.01143
58327.9,0.00897449
58328.9,0.00715183
58329.9,0.00579387
58331.0,0.00483724
58332.2,0.00406476
58333.6,0.00350597
58335.3,0.00313742
58337.8,0.00285647
58341.9,0.00265676
58350.4,0.00249351
58364.5,0.00239324
58387.2,0.00235074
58438.7,0.0024328
