27-Co-59(n,&gamma;) ENDF/B-VII.1
18723.8,0.00385314
18732.0,0.00338345
18741.9,0.00302358
18757.6,0.00268305
18776.0,0.00246703
18810.0,0.00226313
18857.1,0.00214478
18940.7,0.00208726
19022.5,0.00215266
19058.8,0.00226126
19086.1,0.00245484
19102.0,0.00268429
19114.0,0.0029926
19123.1,0.0033878
19130.8,0.0039364
19135.9,0.00450329
19141.1,0.00536333
19144.9,0.00634348
19148.1,0.00753967
19150.9,0.00904568
19153.0,0.010695
19155.2,0.0130774
19156.8,0.0156582
19157.9,0.0183529
19158.9,0.0217119
19159.7,0.0258332
19160.5,0.0309326
19161.2,0.0381539
19161.9,0.0467937
19162.5,0.0586086
19163.2,0.0747214
19163.8,0.09654
19164.5,0.125733
19165.1,0.164218
19165.7,0.214024
19166.4,0.285116
19167.2,0.387206
19168.1,0.525159
19169.2,0.744305
19172.4,1.50103
19173.7,1.71521
19175.0,1.79092
19175.0,1.79087
19176.3,1.72103
19177.5,1.52283
19179.7,1.01936
19181.3,0.655614
19182.2,0.478646
19183.1,0.351067
19183.8,0.259985
19184.6,0.194581
19185.2,0.149116
19185.8,0.114238
19186.5,0.0885492
19187.1,0.0692766
19187.7,0.0549606
19188.3,0.044385
19189.1,0.0354624
19189.8,0.0290403
19190.7,0.0238499
19191.7,0.0198208
19192.7,0.0170144
19194.0,0.0144507
19195.6,0.0121922
19197.8,0.0100102
19200.3,0.00834972
19203.3,0.00697497
19206.7,0.00589651
19211.3,0.00492387
19216.9,0.00417545
19222.5,0.00368289
19229.9,0.00325061
19239.1,0.00291162
19250.3,0.00266163
19265.2,0.00246818
19290.2,0.00229741
19329.5,0.002192
19396.5,0.00214037
19507.5,0.00220268
19590.7,0.00234874
19637.8,0.00254662
19663.1,0.00275423
19684.2,0.0030604
19699.9,0.00345633
19712.0,0.00396584
19721.1,0.00457507
19728.5,0.00533747
19734.8,0.00632537
19740.0,0.00753383
19744.7,0.00917885
19748.1,0.0108842
19751.5,0.0133262
19754.3,0.0161439
19756.7,0.0197182
19758.8,0.0242302
19760.3,0.0287829
19761.8,0.0352442
19762.9,0.0421904
19764.1,0.0521559
19764.9,0.0622323
19765.8,0.0777104
19766.6,0.097117
19767.4,0.123734
19768.2,0.156924
19769.0,0.205643
19769.8,0.270174
19770.7,0.355155
19771.6,0.47883
19772.8,0.673555
19776.6,1.39434
19777.8,1.55696
19779.1,1.62368
19779.2,1.62391
19780.3,1.5783
19781.8,1.39235
19784.2,0.932251
19785.9,0.608834
19787.0,0.443707
19787.9,0.329239
19788.7,0.251254
19789.6,0.191261
19790.4,0.147668
19791.2,0.114673
19792.0,0.0905178
19792.8,0.0729211
19793.6,0.0599541
19794.7,0.0484352
19795.8,0.0395025
19797.1,0.0326367
19798.6,0.0269953
19800.4,0.0222517
19802.4,0.0185929
19804.7,0.0155427
19807.4,0.0129209
19810.5,0.0107578
19814.6,0.00884154
19819.4,0.00733909
19824.3,0.00627872
19830.6,0.00534464
19838.5,0.00458836
19849.0,0.00395464
19861.1,0.00351767
19878.0,0.00316261
19894.9,0.0029595
19928.7,0.00275938
19990.4,0.00266355
20013.4,0.00265562
20186.3,0.00283004
20382.3,0.00322516
20566.7,0.00378132
20705.0,0.00436026
20795.6,0.00491695
20831.9,0.0053058
20850.0,0.00575863
20857.6,0.00617264
20863.3,0.00680403
20866.1,0.00737617
20868.5,0.00822147
20869.9,0.00918244
20870.9,0.0102825
20871.6,0.0115556
20872.3,0.0134481
20872.9,0.0158627
20873.6,0.0195917
20874.2,0.0242888
20874.8,0.0307498
20875.4,0.0395286
20876.0,0.051277
20876.5,0.0667436
20877.1,0.0867426
20877.8,0.117165
20878.6,0.158628
20879.4,0.217388
20880.3,0.302627
20881.6,0.441234
20884.3,0.772189
20885.6,0.885787
20886.8,0.933693
20887.0,0.934757
20888.2,0.901488
20889.4,0.80883
20891.2,0.589844
20893.1,0.358815
20894.2,0.252068
20895.1,0.182649
20895.8,0.134448
20896.5,0.0994881
20897.2,0.0748061
20897.8,0.0575242
20898.4,0.0443011
20899.0,0.0343544
20899.5,0.0276259
20900.1,0.0218375
20900.8,0.0177228
20901.4,0.0148229
20902.0,0.0127898
20902.9,0.0108867
20904.0,0.00953981
20905.0,0.00874205
20907.2,0.00786593
20910.7,0.00714421
20916.4,0.00659379
20925.3,0.00625894
20940.1,0.00610501
20988.5,0.00630201
21106.3,0.00750849
21199.4,0.00891437
21252.6,0.0101083
21278.5,0.0111093
21291.0,0.0121604
21298.8,0.0135063
21303.5,0.0150555
21306.5,0.0167427
21308.4,0.0186249
21309.9,0.0210134
21310.9,0.0235965
21311.8,0.027605
21312.6,0.0327033
21313.3,0.0385686
21314.0,0.0478923
21314.6,0.0595031
21315.2,0.0752954
21315.9,0.0964903
21316.5,0.124794
21317.2,0.164371
21317.9,0.215524
21318.7,0.289038
21319.5,0.395906
21320.6,0.56431
21322.3,0.874473
21324.5,1.29059
21325.8,1.45554
21327.0,1.51324
21328.2,1.46229
21329.6,1.29179
21331.7,0.894266
21333.4,0.573104
21334.5,0.404717
21335.4,0.291994
21336.1,0.222753
21336.8,0.168187
21337.6,0.126351
21338.2,0.0989928
21338.8,0.0780433
21339.4,0.0622441
21340.0,0.0504828
21340.7,0.0406162
21341.4,0.0337686
21342.3,0.0284796
21343.3,0.0242965
21344.3,0.0217083
21345.7,0.0195572
21347.4,0.017957
21349.6,0.0166257
21354.1,0.0151465
21360.8,0.0141118
21372.1,0.0134726
21381.0,0.0133836
21417.0,0.0139473
21488.9,0.0162581
21578.7,0.0202743
21682.9,0.0264341
21876.9,0.0399965
21959.6,0.0432144
21991.9,0.04353
22081.8,0.0418388
22214.7,0.0371629
22257.8,0.036652
22301.0,0.0373171
22351.3,0.0403991
22392.6,0.0454705
22434.9,0.0539865
22516.8,0.0757807
22545.9,0.0787057
22569.7,0.0766095
22604.1,0.0676419
22668.9,0.0462353
22706.6,0.0366097
22746.2,0.0291809
22785.9,0.0238657
22825.5,0.0200182
22875.1,0.0165825
22934.6,0.013747
22994.1,0.0117914
23073.4,0.0100245
23172.6,0.0086432
23278.3,0.00780061
23399.5,0.00737767
23444.4,0.00734211
23579.2,0.00762324
23687.1,0.00832576
23777.0,0.00935543
23866.8,0.0109827
23938.7,0.012939
24010.6,0.0158058
24073.6,0.01948
24127.5,0.0239576
24172.4,0.029059
24217.4,0.0359301
24262.3,0.0450942
24316.2,0.0596439
24397.1,0.0845557
24424.1,0.0901424
24452.8,0.0923462
24485.7,0.0894704
24528.3,0.0791981
24609.2,0.0553198
24656.0,0.0447621
24702.7,0.0372955
24747.6,0.0325416
24801.6,0.0294778
24837.5,0.028879
24873.5,0.0294816
24909.4,0.0315013
24939.4,0.0345781
24971.9,0.0399062
25003.3,0.0479895
25030.3,0.0583342
25052.7,0.0704423
25074.3,0.0861092
25100.3,0.111531
25154.2,0.17699
25174.0,0.1893
25179.4,0.189907
25195.6,0.184135
25217.1,0.162476
25262.0,0.10562
25286.3,0.0819011
25308.7,0.0653546
25331.2,0.0529789
25358.1,0.0421294
25385.1,0.0343159
25416.5,0.0277649
25452.5,0.0224977
25488.4,0.0187709
25533.3,0.0155117
25578.2,0.0132832
25623.1,0.011774
25677.0,0.0107024
25721.9,0.0104041
25755.6,0.0106533
25784.8,0.011345
25811.8,0.0126733
25834.2,0.0146358
25847.7,0.0164124
25863.4,0.0195721
25876.2,0.023476
25886.7,0.028228
25895.8,0.0339797
25904.0,0.0414898
25911.3,0.0510148
25917.5,0.0626057
25923.0,0.0770839
25928.2,0.0962973
25932.3,0.117108
25936.2,0.144905
25939.9,0.18151
25943.1,0.226278
25945.9,0.278832
25948.7,0.350447
25951.5,0.448887
25954.2,0.582991
25957.1,0.767055
25964.0,1.30438
25966.2,1.42856
25968.9,1.48534
25971.4,1.43153
25974.0,1.28047
25981.0,0.73778
25983.9,0.560193
25986.7,0.431861
25989.4,0.337924
25992.4,0.265935
25995.2,0.215684
25998.6,0.172412
26002.3,0.138226
26006.2,0.112083
26010.8,0.090014
26015.8,0.0730625
26021.8,0.0585081
26028.3,0.0472873
26035.6,0.0385148
26044.3,0.0311541
26054.0,0.0254005
26065.1,0.0208186
26077.5,0.0172291
26090.0,0.0146784
26107.6,0.0121785
26126.0,0.010367
26149.1,0.00882029
26172.2,0.00775511
26209.2,0.00662626
26246.1,0.00590407
26301.5,0.00523308
26375.4,0.00474721
26467.8,0.00450034
26504.7,0.00447915
26606.3,0.00461956
26707.9,0.00506962
26781.8,0.00566559
26855.7,0.0066048
26906.5,0.00758647
26961.9,0.0090266
27010.4,0.0108663
27065.9,0.0140991
27100.5,0.0170903
27132.2,0.0207614
27162.1,0.025794
27182.4,0.0306035
27198.1,0.0359504
27207.6,0.0407909
27213.0,0.0449806
27217.0,0.0498266
27219.9,0.0553781
27221.5,0.0608501
27223.2,0.0699287
27224.5,0.0813915
27225.6,0.0962178
27226.5,0.113924
27227.4,0.13829
27228.3,0.171278
27229.2,0.214973
27230.3,0.283479
27231.4,0.376448
27232.8,0.52696
27236.8,1.03529
27238.4,1.18522
27239.9,1.24072
27240.0,1.24089
27241.3,1.20401
27242.9,1.07447
27245.5,0.746621
27247.5,0.49708
27248.8,0.36629
27249.9,0.283766
27250.9,0.220174
27251.9,0.173167
27253.0,0.139688
27254.0,0.116371
27255.1,0.100465
27256.5,0.0874707
27258.0,0.0801584
27259.4,0.0760007
27262.2,0.0721646
27265.1,0.0709351
27273.9,0.0726241
27291.5,0.0837316
27316.7,0.107204
27351.4,0.14207
27369.7,0.152987
27378.8,0.154524
27395.3,0.149946
27416.7,0.132678
27463.1,0.0850368
27488.9,0.0646614
27509.5,0.0523639
27532.3,0.041998
27555.1,0.0342365
27582.5,0.027365
27610.0,0.0223451
27641.9,0.018068
27678.5,0.014566
27715.0,0.0120381
27760.7,0.00976809
27806.4,0.00814519
27861.2,0.00675076
27925.1,0.00560493
27998.2,0.00470112
28089.6,0.00394548
28180.9,0.00343923
28308.8,0.00299761
28455.0,0.00272559
28628.6,0.00261885
28637.7,0.00261872
28793.0,0.00270878
28930.0,0.00293119
29044.2,0.00330955
29112.7,0.00372268
29140.6,0.00404647
29161.1,0.0044836
29172.6,0.00500399
29178.4,0.00549415
29183.2,0.00618207
29186.5,0.00700879
29188.5,0.00781793
29190.0,0.00888549
29191.3,0.0103794
29192.4,0.0123167
29193.3,0.0149181
29194.1,0.0181682
29194.9,0.0227639
29195.5,0.0279791
29196.2,0.0348312
29196.8,0.0440716
29197.6,0.0577901
29198.4,0.075773
29199.1,0.0988579
29200.0,0.133148
29201.0,0.183133
29202.1,0.250482
29203.7,0.370499
29206.9,0.63198
29208.5,0.724109
29210.0,0.754376
29211.5,0.725677
29212.9,0.648908
29215.2,0.463637
29217.3,0.292544
29218.6,0.206643
29219.6,0.152694
29220.5,0.113134
29221.3,0.0855584
29222.1,0.0642211
29222.9,0.0491439
29223.6,0.0378684
29224.4,0.0294754
29225.1,0.0233202
29225.9,0.0188623
29226.7,0.0153309
29227.6,0.0126921
29228.7,0.0107511
29230.0,0.00933607
29231.7,0.008201
29234.3,0.00732031
29238.3,0.00657373
29244.4,0.00602496
29252.6,0.00572915
29260.7,0.00563314
29278.8,0.00576074
29306.0,0.00642802
29328.6,0.00741409
29346.8,0.00867237
29360.4,0.0101045
29372.4,0.0119857
29383.0,0.0144585
29390.6,0.0170243
29398.1,0.0206979
29404.5,0.0251805
29410.1,0.0309619
29414.9,0.0379395
29419.0,0.0464224
29422.6,0.0570668
29425.8,0.0701885
29428.5,0.0858852
29431.1,0.107328
29433.5,0.134206
29435.6,0.168112
29437.5,0.211341
29439.6,0.27245
29441.6,0.354167
29444.1,0.48442
29449.9,0.838903
29452.2,0.927701
29453.9,0.948136
29456.1,0.911926
29458.6,0.795475
29464.3,0.440879
29466.6,0.330382
29468.7,0.254546
29470.7,0.198324
29472.8,0.156092
29475.0,0.124289
29477.4,0.100097
29480.0,0.0812049
29482.9,0.0661743
29486.0,0.054678
29489.6,0.0450042
29493.9,0.0370063
29498.7,0.030589
29504.1,0.0255319
29511.0,0.0211515
29518.2,0.0180489
29526.8,0.015524
29537.1,0.0135482
29550.7,0.0119304
29568.8,0.010741
29596.0,0.010017
29614.1,0.00991688
29648.1,0.0102073
29695.6,0.0113151
29744.0,0.0131602
29792.3,0.015844
29840.6,0.0196655
29882.9,0.0243723
29919.2,0.0298072
29937.3,0.0334115
29941.0,0.0357389
29942.4,0.0380465
29943.9,0.0420661
29945.4,0.04868
29946.8,0.0587407
29948.5,0.0747022
29953.0,0.13083
29954.8,0.145207
29956.1,0.148674
29957.6,0.144054
29959.5,0.127135
29963.6,0.0774729
29965.2,0.0626202
29966.6,0.0534048
29968.4,0.0466923
29970.1,0.0433666
29973.0,0.0417618
29986.9,0.0445585
30038.5,0.0604417
30091.9,0.0773357
30121.9,0.0829281
30138.1,0.0837693
30170.4,0.0804341
30209.7,0.0697019
30281.9,0.0464013
30325.4,0.035619
30366.7,0.0280463
30407.9,0.0224861
30455.0,0.0179103
30502.1,0.0146456
30555.1,0.0120321
30614.0,0.0100106
30684.6,0.00840043
30743.5,0.00753018
30814.1,0.00690677
30892.6,0.00667306
30955.4,0.00684512
31018.3,0.00741277
31072.2,0.0083502
31123.1,0.00984919
31163.8,0.01175
31199.4,0.0142523
31229.9,0.0174011
31255.4,0.0211393
31280.8,0.026458
31301.2,0.0324425
31321.6,0.040743
31339.4,0.0507573
31356.3,0.0636238
31375.0,0.0826124
31397.2,0.112238
31418.9,0.142745
31432.5,0.155295
31441.7,0.158001
31451.5,0.154922
31465.1,0.141971
31505.4,0.0859971
31523.9,0.0662581
31541.2,0.052433
31560.3,0.0412808
31578.6,0.0335258
31598.9,0.0271956
31621.8,0.0220777
31647.3,0.0180527
31672.7,0.0152009
31703.2,0.0128341
31733.8,0.0113112
31764.3,0.0105268
31776.2,0.0104494
31788.9,0.0105727
31805.5,0.0111491
31822.0,0.0125462
31832.2,0.0141959
31840.7,0.016481
31847.4,0.0193073
31853.4,0.0230508
31858.5,0.0279146
31862.7,0.0339444
31866.3,0.0412897
31869.2,0.0500505
31871.9,0.0613361
31874.1,0.0748615
31876.0,0.0915315
31877.8,0.113636
31879.3,0.140095
31880.9,0.176858
31882.2,0.221465
31883.7,0.287199
31885.3,0.380542
31887.0,0.512866
31889.0,0.712837
31893.3,1.17087
31895.2,1.31043
31897.0,1.3588
31898.9,1.30691
31901.0,1.14538
31906.2,0.585161
31908.1,0.42782
31909.6,0.325441
31910.9,0.256427
31912.3,0.201532
31913.7,0.160786
31915.2,0.128387
31916.7,0.105515
31918.5,0.0857193
31920.6,0.069773
31922.8,0.0571482
31925.5,0.0467724
31928.6,0.03842
31932.1,0.0315675
31936.0,0.0263294
31940.6,0.021867
31946.1,0.0182471
31952.2,0.0154105
31959.9,0.0129592
31969.1,0.0109732
31981.1,0.00929097
31996.8,0.00793809
32012.6,0.0070627
32033.6,0.00634418
32054.6,0.00586001
32096.6,0.00533629
32138.7,0.00510607
32166.7,0.00506143
32222.7,0.00516258
32292.7,0.00562737
32355.8,0.00641929
32408.3,0.00748661
32450.3,0.00874055
32492.3,0.0105367
32529.1,0.0128065
32560.6,0.0155569
32586.9,0.0187136
32613.2,0.0230576
32636.8,0.0284919
32657.8,0.0351393
32677.5,0.0436594
32697.2,0.0553975
32714.7,0.0696291
32732.2,0.0885758
32751.5,0.115549
32781.6,0.163244
32792.8,0.175743
32805.4,0.180937
32819.4,0.173927
32836.9,0.150993
32868.4,0.101949
32888.0,0.0785383
32906.9,0.0621078
32924.8,0.0510524
32940.6,0.0440647
32956.3,0.0391377
32972.1,0.0359775
32987.8,0.03452
32993.1,0.0344424
33008.8,0.0357092
33019.4,0.0382048
33029.9,0.042684
33039.7,0.0496294
33047.8,0.0585723
33055.2,0.0710886
33061.3,0.0858032
33067.4,0.106698
33072.9,0.133691
33078.4,0.170238
33085.0,0.22728
33092.7,0.301921
33096.6,0.3306
33101.3,0.343819
33105.0,0.335371
33109.9,0.301424
33122.3,0.183157
33128.1,0.140333
33133.7,0.109768
33139.3,0.0871957
33145.3,0.0701786
33151.5,0.0573172
33158.4,0.0468665
33166.3,0.0382922
33175.0,0.031581
33186.1,0.0255263
33199.0,0.0207404
33214.3,0.0168624
33231.6,0.013886
33251.4,0.0115591
33276.1,0.009589
33300.9,0.0082771
33320.7,0.00759421
33338.5,0.00733925
33350.3,0.00759167
33356.3,0.00804436
33360.2,0.00864486
33363.2,0.00943683
33365.7,0.0106345
33367.4,0.0121936
33368.6,0.0140921
33369.6,0.0164488
33370.5,0.0194615
33371.4,0.0241318
33372.3,0.030126
33373.1,0.0384306
33373.9,0.0497762
33374.8,0.0650038
33375.6,0.085035
33376.5,0.113295
33377.5,0.153411
33378.6,0.210353
33379.9,0.296957
33381.9,0.454816
33384.6,0.671545
33386.2,0.766904
33387.8,0.804869
33388.0,0.805207
33389.5,0.778199
33390.9,0.702697
33393.1,0.534824
33395.7,0.322484
33397.1,0.229526
33398.2,0.167127
33399.2,0.125498
33400.1,0.0929517
33401.0,0.07069
33401.8,0.0535654
33402.6,0.0410953
33403.5,0.0318953
33404.2,0.0257837
33405.1,0.0208155
33405.9,0.0172682
33406.8,0.0144379
33407.9,0.012331
33409.1,0.0107591
33410.6,0.00951152
33413.0,0.00832136
33416.1,0.0074301
33419.7,0.00673963
33425.1,0.00607583
33434.2,0.00542486
33445.1,0.00496496
33466.9,0.00443724
33503.3,0.00391453
33572.3,0.00332514
33654.0,0.00291412
33772.7,0.00257831
33886.9,0.00245278
33909.8,0.00244518
34024.1,0.00251006
34138.3,0.0027106
34229.7,0.00303596
34332.6,0.0036579
34401.2,0.00431614
34451.6,0.00499033
34498.7,0.00588045
34538.5,0.00695394
34563.7,0.00791311
34588.0,0.00928003
34602.6,0.0105569
34613.6,0.0120288
34621.3,0.0136186
34628.4,0.0159268
34633.5,0.0185736
34637.4,0.021737
34640.7,0.0258583
34642.9,0.0303281
34644.6,0.0353042
34646.1,0.0414903
34647.6,0.0505858
34648.8,0.0622673
34650.0,0.0772594
34651.1,0.0968362
34652.2,0.123297
34653.3,0.158426
34654.4,0.20395
34655.7,0.272007
34657.2,0.374878
34659.5,0.57181
34662.6,0.829407
34664.6,0.936362
34666.0,0.961786
34667.6,0.932455
34669.4,0.829371
34672.5,0.569328
34674.8,0.378069
34676.4,0.272673
34677.7,0.202137
34678.9,0.155012
34680.0,0.119409
34681.0,0.096678
34682.1,0.0772694
34683.3,0.0632676
34684.6,0.0518188
34685.9,0.0439659
34687.3,0.0381449
34689.4,0.032531
34692.0,0.0281917
34695.7,0.0245729
34700.9,0.0217309
34707.5,0.0199279
34716.6,0.0189796
34721.1,0.0188671
34737.0,0.0194626
34758.1,0.0215277
34787.6,0.0260552
34817.3,0.0324851
34849.9,0.0419708
34920.7,0.0669613
34944.9,0.0715474
34954.6,0.0719627
34978.8,0.069186
35010.8,0.0592983
35061.6,0.0407041
35096.1,0.0308276
35126.4,0.02434
35156.6,0.0194955
35186.9,0.0158701
35223.2,0.0126634
35259.4,0.0103233
35301.8,0.00833359
35350.2,0.00671247
35404.6,0.00544102
35453.0,0.00466733
35486.3,0.00433183
35507.5,0.00425519
35523.3,0.00436617
35533.9,0.00460769
35541.9,0.00497252
35548.5,0.00554242
35553.5,0.00629876
35557.2,0.00721091
35560.0,0.00828525
35562.3,0.00972694
35563.9,0.0113797
35564.9,0.0129612
35566.1,0.0156311
35567.1,0.0190827
35567.9,0.0231988
35568.8,0.0289203
35569.6,0.0368386
35570.4,0.0476989
35571.2,0.0607394
35571.9,0.0776607
35572.8,0.10345
35573.7,0.137083
35574.6,0.182222
35575.6,0.244527
35576.9,0.342907
35578.4,0.489599
35582.5,0.94753
35584.3,1.08871
35585.9,1.13647
35586.0,1.13656
35587.6,1.09532
35589.2,0.980827
35591.7,0.702791
35594.2,0.432007
35595.5,0.313205
35596.6,0.228939
35597.6,0.169739
35598.5,0.129062
35599.4,0.0972638
35600.1,0.0753503
35600.9,0.0580827
35601.7,0.0447652
35602.6,0.0348703
35603.3,0.0282255
35604.1,0.0227468
35604.9,0.0187624
35605.7,0.0158607
35606.9,0.0130438
35608.0,0.0111679
35609.4,0.00965372
35611.2,0.00832574
35613.8,0.00710558
35616.9,0.00614707
35621.6,0.00521985
35627.0,0.00453981
35634.8,0.00394052
35644.1,0.00350468
35655.8,0.0031664
35672.0,0.00288132
35703.6,0.00253294
35753.5,0.00221605
35826.8,0.00189852
35915.5,0.0016498
36021.7,0.00144477
36110.2,0.00136397
36127.9,0.00136287
36168.9,0.00141547
36189.6,0.00151192
36205.1,0.00166909
36215.4,0.0018661
36223.2,0.0021148
36229.7,0.0024506
36234.9,0.00287779
36238.7,0.00336653
36241.8,0.00394099
36244.7,0.00472778
36246.8,0.00564662
36248.4,0.00661781
36249.7,0.00784643
36250.8,0.00937227
36251.8,0.0114994
36252.7,0.0140924
36253.6,0.0177038
36254.4,0.021769
36255.2,0.0279715
36256.1,0.0363183
36257.0,0.0473916
36257.8,0.0618381
36258.8,0.0818867
36259.8,0.11072
36260.8,0.147153
36262.2,0.207183
36264.1,0.311689
36267.3,0.498066
36269.1,0.576803
36270.8,0.605588
36271.0,0.605981
36272.7,0.58318
36274.4,0.516259
36277.2,0.353991
36279.3,0.231491
36280.8,0.163159
36281.9,0.121943
36282.9,0.0911247
36283.9,0.068593
36284.7,0.052639
36285.6,0.0403156
36286.4,0.0317864
36287.1,0.0252181
36287.9,0.0202114
36288.8,0.0158896
36289.6,0.0130379
36290.5,0.0108279
36291.5,0.00893468
36292.7,0.00742163
36294.1,0.00625846
36295.5,0.00545277
36297.6,0.00461734
36300.2,0.00391244
36303.4,0.0033173
36307.7,0.00278239
36312.7,0.00238514
36317.6,0.00211783
36325.4,0.00184044
36333.8,0.00164942
36345.1,0.00149087
36367.5,0.00132648
36395.5,0.00123218
36446.7,0.00117378
36470.0,0.00117003
36544.6,0.00122597
36595.8,0.00133446
36642.4,0.00151635
36677.4,0.00174665
36706.5,0.00204661
36729.8,0.00240633
36750.2,0.00286563
36769.4,0.00350186
36784.1,0.00419763
36797.3,0.00508652
36808.8,0.00615701
36819.7,0.00760115
36829.0,0.00933554
36837.2,0.01145
36844.6,0.0141377
36851.2,0.017411
36857.0,0.021463
36862.6,0.026913
36867.3,0.0334614
36871.4,0.0411973
36875.4,0.0516345
36878.6,0.0635144
36881.7,0.0785298
36884.5,0.097796
36887.3,0.122892
36890.1,0.157606
36893.0,0.207143
36896.5,0.283113
36902.4,0.427671
36904.8,0.471761
36907.8,0.494694
36908.0,0.494776
36911.0,0.474063
36914.0,0.417968
36921.2,0.242524
36924.2,0.184758
36927.0,0.143152
36929.8,0.111687
36932.7,0.088713
36935.5,0.0718355
36938.8,0.0579253
36942.5,0.0462464
36946.3,0.037554
36951.0,0.0299724
36956.2,0.0239302
36961.8,0.0193319
36967.6,0.0158519
36975.1,0.0126548
36983.5,0.0101259
36992.8,0.0081468
37002.4,0.0066965
37013.8,0.00545271
37025.6,0.00452415
37040.3,0.00370853
37057.1,0.00305456
37077.5,0.00250953
37097.9,0.00214157
37117.7,0.00190483
37131.6,0.00180572
37141.0,0.00178195
37153.2,0.00184648
37159.3,0.00196107
37163.4,0.00210664
37166.4,0.00229001
37169.0,0.00255298
37170.5,0.0028248
37171.8,0.00319314
37172.8,0.00365636
37173.8,0.00432741
37174.6,0.00516016
37175.4,0.00635077
37176.1,0.00779993
37176.8,0.00976026
37177.6,0.012389
37178.3,0.0158749
37179.0,0.0204419
37179.7,0.0263425
37180.5,0.0343781
37181.3,0.0454756
37182.2,0.0618
37183.1,0.082559
37184.3,0.114624
37185.6,0.161213
37187.7,0.248638
37190.6,0.376082
37192.3,0.426508
37194.0,0.444738
37194.0,0.444733
37195.5,0.429428
37197.1,0.385815
37199.6,0.283189
37202.1,0.173822
37203.4,0.123496
37204.6,0.0899101
37205.6,0.0653163
37206.6,0.048052
37207.4,0.0358966
37208.1,0.0277509
37208.9,0.0213668
37209.6,0.0164415
37210.3,0.0126944
37211.1,0.00988214
37211.8,0.00779464
37212.5,0.00625995
37213.3,0.00513896
37214.0,0.00432313
37214.8,0.0036585
37215.9,0.00309906
37217.2,0.00265471
37218.6,0.00236954
37220.8,0.00207757
37224.4,0.00180395
37229.0,0.00159503
37236.2,0.00139437
37245.4,0.0012487
37260.0,0.00111515
37289.1,9.71383E-4
37327.9,8.6401E-4
37392.5,7.56839E-4
37470.0,6.79586E-4
37547.5,6.2224E-4
37723.3,5.44387E-4
37972.6,4.82673E-4
38194.0,4.49439E-4
38493.6,4.21813E-4
38906.3,4.07113E-4
39194.0,4.18151E-4
39339.3,4.45101E-4
39404.2,4.80467E-4
39437.3,5.22359E-4
39459.2,5.76112E-4
39473.9,6.41891E-4
39485.2,7.27761E-4
39494.6,8.46282E-4
39502.0,9.98161E-4
39507.1,0.00116065
39511.3,0.00135967
39514.9,0.00160464
39518.0,0.00191827
39520.1,0.00222441
39521.9,0.00262023
39523.3,0.00308109
39524.4,0.00364085
39525.3,0.00431674
39526.3,0.00528813
39527.1,0.00653561
39527.9,0.00806467
39528.6,0.00998514
39529.3,0.0125233
39530.1,0.0162417
39530.8,0.021206
39531.6,0.0277521
39532.4,0.0362624
39533.2,0.0482796
39534.1,0.0636992
39535.0,0.0854888
39536.1,0.117387
39537.4,0.16486
39539.0,0.240616
39543.4,0.47526
39545.2,0.542988
39546.9,0.56771
39547.0,0.567781
39548.7,0.547118
39550.4,0.486048
39553.2,0.337164
39555.6,0.210804
39557.0,0.150108
39558.1,0.110171
39559.1,0.08219
39560.1,0.0608868
39560.9,0.0460754
39561.8,0.0345707
39562.6,0.0261247
39563.3,0.0199697
39564.1,0.0156857
39564.8,0.0123959
39565.5,0.00989169
39566.2,0.00799729
39567.0,0.00640923
39567.7,0.00531669
39568.7,0.00434028
39569.6,0.00366132
39570.7,0.00309937
39572.2,0.00260592
39573.8,0.00227523
39576.0,0.00193555
39578.8,0.00164686
39582.8,0.00137491
39587.3,0.00116937
39593.0,0.00100077
39599.8,8.7123E-4
39608.3,7.70114E-4
39619.8,6.90187E-4
39634.1,6.38138E-4
39655.5,6.03137E-4
39665.4,5.99354E-4
39688.9,6.21676E-4
39700.6,6.63726E-4
39709.4,7.29388E-4
39714.3,7.93129E-4
39718.1,8.74404E-4
39721.0,9.76724E-4
39723.0,0.00109912
39724.4,0.0012635
39725.4,0.00144262
39726.4,0.00171821
39727.2,0.0020829
39728.0,0.0025753
39728.7,0.00321556
39729.5,0.00409989
39730.1,0.00513795
39730.7,0.00649271
39731.5,0.00853298
39732.2,0.0112339
39732.9,0.0147589
39733.6,0.0192909
39734.4,0.0252172
39735.2,0.033835
39736.2,0.046259
39737.2,0.0627082
39738.4,0.08726
39740.0,0.127032
39744.3,0.256657
39746.2,0.295183
39747.9,0.309382
39748.0,0.309454
39749.6,0.299011
39751.2,0.267348
39753.8,0.193912
39756.4,0.117356
39757.8,0.0820073
39759.0,0.0589496
39759.9,0.0443916
39760.8,0.0338072
39761.6,0.0253832
39762.4,0.0188269
39763.2,0.0141962
39763.9,0.0109329
39764.6,0.00840752
39765.3,0.00647797
39766.0,0.00502124
39766.7,0.00393388
39767.4,0.00312997
39768.1,0.00254031
39768.9,0.00205126
39769.6,0.00175507
39770.5,0.00148169
39771.3,0.00131598
39772.4,0.00116908
39773.9,0.00104854
39776.1,9.43628E-4
39779.9,8.44686E-4
39785.8,7.5644E-4
39794.7,6.89655E-4
39810.3,6.43897E-4
39836.2,6.24307E-4
39885.1,6.48152E-4
39948.9,7.24819E-4
40008.2,8.44354E-4
40055.7,9.94387E-4
40097.2,0.0011939
40126.9,0.0014014
40156.5,0.00169827
